Timestamp (ms),Piezo Value Left,Piezo Value Right,Label
10053,3,11, right
10138,1,13, right
10223,17,14, left
10309,17,11, left
10395,7,12, right
10480,11,14, right
10566,17,13, left
10654,14,12, left
10740,11,14, right
10826,11,14, right
10912,12,11, left
10998,14,13, left
11084,13,14, right
11170,10,11, right
11256,11,12, right
11342,14,15, right
11428,13,12, left
11514,11,12, right
11600,13,14, right
11686,15,13, left
11772,11,12, right
11858,13,13, middle
11944,14,14, middle
12030,14,11, left
12116,11,12, right
12202,13,15, right
12288,13,12, left
12374,13,11, left
12460,16,15, left
12546,14,13, left
12632,11,11, middle
12720,16,14, left
12806,10,13, right
12892,7,12, right
12977,11,13, right
13063,13,13, middle
13149,14,11, left
13235,16,11, left
13321,18,14, left
13407,11,12, right
13493,8,11, right
13578,13,14, right
13664,14,14, middle
13750,8,12, right
13835,9,12, right
13920,12,14, right
14006,9,12, right
14090,8,12, right
14175,13,12, left
14261,18,14, left
14347,15,12, left
14433,14,12, left
14519,15,14, left
14605,15,14, left
14691,11,11, middle
14779,14,14, middle
14865,13,13, middle
14951,10,12, right
15037,13,13, middle
15123,16,14, left
15209,11,13, right
15295,11,12, right
15381,16,14, left
15467,14,12, left
15553,11,12, right
15639,14,13, left
15725,12,13, right
15811,11,11, middle
15897,13,13, middle
15983,16,16, middle
16069,11,11, middle
16155,12,13, right
16241,15,14, left
16327,13,11, left
16413,11,11, middle
16499,14,12, left
16585,14,12, left
16671,12,11, left
16759,15,13, left
16845,14,13, left
16931,12,11, left
17017,14,13, left
17103,15,12, left
17189,12,11, left
17275,12,13, right
17361,16,14, left
17447,14,11, left
17533,12,11, left
17619,15,14, left
17705,14,12, left
17791,11,11, middle
17877,14,13, left
17963,16,13, left
18049,12,11, left
18135,13,12, left
18221,16,14, left
18307,14,12, left
18393,12,11, left
18479,13,14, right
18565,14,12, left
18651,11,10, left
18737,15,13, left
18825,14,12, left
18911,11,10, left
18997,15,13, left
19083,15,13, left
19169,11,10, left
19255,14,12, left
19341,16,14, left
19427,12,10, left
19513,13,10, left
19599,15,13, left
19685,14,12, left
19771,12,10, left
19857,14,12, left
19943,15,12, left
20029,12,10, left
20115,13,11, left
20201,15,13, left
20287,13,10, left
20373,12,11, left
20459,16,13, left
20545,15,12, left
20631,12,10, left
20717,15,12, left
20803,15,12, left
20889,12,10, left
20977,15,13, left
21063,15,12, left
21149,12,10, left
21235,14,11, left
21321,16,13, left
21407,13,10, left
21493,13,10, left
21579,15,12, left
21665,14,11, left
21751,11,10, left
21837,15,12, left
21923,15,12, left
22009,11,9, left
22094,13,11, left
22180,16,13, left
22266,14,10, left
22352,12,10, left
22438,16,12, left
22524,14,12, left
22610,12,10, left
22696,14,12, left
22782,15,12, left
22868,12,10, left
22954,13,11, left
23042,16,12, left
23128,11,10, left
23214,13,11, left
23300,16,13, left
23386,13,11, left
23472,12,10, left
23558,15,12, left
23644,15,11, left
23730,11,9, left
23815,14,11, left
23901,16,12, left
23987,13,10, left
24073,13,10, left
24159,16,13, left
24245,13,11, left
24331,12,10, left
24417,15,12, left
24503,16,12, left
24589,12,10, left
24675,14,12, left
24761,16,12, left
24847,13,10, left
24933,15,11, left
25019,15,12, left
25105,14,11, left
25193,13,11, left
25279,15,13, left
25365,13,11, left
25451,12,10, left
25537,15,12, left
25623,15,12, left
25709,11,9, left
25794,13,11, left
25880,16,13, left
25966,14,10, left
26052,12,10, left
26138,16,13, left
26224,15,11, left
26310,12,10, left
26396,15,12, left
26482,16,12, left
26568,13,10, left
26654,14,11, left
26740,17,12, left
26826,14,10, left
26912,13,10, left
26998,16,12, left
27084,15,11, left
27170,12,10, left
27258,15,12, left
27344,14,11, left
27430,11,10, left
27516,15,12, left
27602,15,12, left
27688,13,10, left
27774,14,12, left
27860,16,12, left
27946,13,10, left
28032,13,10, left
28118,15,13, left
28204,14,11, left
28290,11,10, left
28376,15,12, left
28462,15,12, left
28548,11,10, left
28634,14,11, left
28720,16,12, left
28806,17,10, left
28892,28,10, left
28978,43,12, left
29064,41,10, left
29150,23,9, left
29235,9,11, right
29320,30,11, left
29404,55,10, left
29490,45,9, left
29575,15,11, left
29661,14,11, left
29747,28,9, left
29832,28,10, left
29918,19,12, left
30004,15,10, left
30090,19,9, left
30175,23,11, left
30261,19,12, left
30347,13,9, left
30432,19,10, left
30518,21,12, left
30604,11,10, left
30690,9,9, middle
30774,15,11, left
30860,31,11, left
30946,9,6, left
31029,0,5, right
31113,0,5, right
31196,0,4, right
31279,0,3, right
31363,0,1, right
31449,0,0, middle
31533,0,0, middle
31616,0,0, middle
31700,0,15, right
31785,0,31, right
31870,0,39, right
31955,0,49, right
32040,0,65, right
32125,0,73, right
32210,0,63, right
32295,0,104, right
32381,0,123, right
32467,0,122, right
32553,0,109, right
32639,5,104, right
32725,0,72, right
32810,0,46, right
32895,0,22, right
32980,0,41, right
33065,3,88, right
33150,13,137, right
33237,22,153, right
33324,13,116, right
33411,1,67, right
33498,10,65, right
33584,11,52, right
33670,2,18, right
33755,0,2, right
33838,1,13, right
33923,5,50, right
34008,2,78, right
34093,0,74, right
34178,2,67, right
34263,2,65, right
34348,1,63, right
34433,3,57, right
34518,6,52, right
34603,7,54, right
34688,6,62, right
34773,5,60, right
34858,4,60, right
34943,4,62, right
35028,2,60, right
35113,3,61, right
35198,5,61, right
35283,7,61, right
35368,5,62, right
35453,6,68, right
35538,6,79, right
35625,3,81, right
35710,0,69, right
35795,0,46, right
35880,1,44, right
35965,5,65, right
36050,7,77, right
36135,11,94, right
36221,10,95, right
36307,2,71, right
36392,0,54, right
36477,9,64, right
36562,9,85, right
36647,3,101, right
36733,4,84, right
36818,2,44, right
36903,0,2, right
36987,1,22, right
37072,16,76, right
37158,27,105, right
37245,18,96, right
37331,6,60, right
37416,3,50, right
37501,13,65, right
37587,11,57, right
37675,3,31, right
37760,0,18, right
37845,1,27, right
37930,4,43, right
38015,6,48, right
38100,4,30, right
38185,0,10, right
38270,0,15, right
38355,6,24, right
38440,6,23, right
38525,2,12, right
38610,3,14, right
38695,7,23, right
38780,7,23, right
38865,3,19, right
38950,3,20, right
39035,6,25, right
39120,6,24, right
39205,4,20, right
39290,4,21, right
39375,7,24, right
39460,7,23, right
39545,4,20, right
39630,5,21, right
39717,8,24, right
39802,6,23, right
39887,4,22, right
39972,5,23, right
40057,8,24, right
40142,7,24, right
40227,5,24, right
40312,6,24, right
40397,7,25, right
40482,8,24, right
40567,5,22, right
40652,6,22, right
40737,8,24, right
40822,7,24, right
40907,5,22, right
40992,6,23, right
41077,8,25, right
41162,7,22, right
41247,6,20, right
41332,7,22, right
41417,8,25, right
41502,8,24, right
41587,4,21, right
41672,6,21, right
41759,8,23, right
41844,6,21, right
41929,5,19, right
42014,8,21, right
42099,8,22, right
42184,6,20, right
42269,6,19, right
42354,8,22, right
42439,9,23, right
42524,6,19, right
42609,5,19, right
42694,8,23, right
42779,8,22, right
42864,6,18, right
42949,6,19, right
43034,8,22, right
43119,9,22, right
43204,5,18, right
43289,6,19, right
43374,8,21, right
43459,8,20, right
43544,6,17, right
43629,5,18, right
43714,8,21, right
43799,9,20, right
43886,6,17, right
43971,8,20, right
44056,8,21, right
44141,8,18, right
44226,6,17, right
44311,7,19, right
44396,9,20, right
44481,8,18, right
44566,6,16, right
44651,7,17, right
44736,9,19, right
44821,8,16, right
44906,5,13, right
44991,8,16, right
45076,10,20, right
45162,8,15, right
45247,6,13, right
45332,9,17, right
45417,9,18, right
45502,7,15, right
45587,5,14, right
45672,8,18, right
45757,10,19, right
45843,8,16, right
45930,7,17, right
46015,10,19, right
46101,9,18, right
46186,6,16, right
46271,7,18, right
46356,11,20, right
46442,8,17, right
46527,6,16, right
46612,9,19, right
46697,10,19, right
46783,7,15, right
46868,6,15, right
46953,9,19, right
47038,10,19, right
47124,6,15, right
47209,6,15, right
47294,10,17, right
47380,9,16, right
47465,6,14, right
47550,8,16, right
47635,10,19, right
47721,8,16, right
47806,6,14, right
47891,8,17, right
47978,11,18, right
48064,6,14, right
48149,7,15, right
48234,9,18, right
48319,9,16, right
48404,7,14, right
48489,7,15, right
48574,10,17, right
48660,9,16, right
48745,7,13, right
48830,8,14, right
48915,10,16, right
49001,8,15, right
49086,6,12, right
49171,8,14, right
49256,10,16, right
49342,9,14, right
49427,7,13, right
49512,9,16, right
49597,10,18, right
49683,7,14, right
49768,7,14, right
49853,10,17, right
49939,10,17, right
50027,7,13, right
50112,9,16, right
50197,11,17, right
50283,8,14, right
50368,8,14, right
50453,10,16, right
50539,9,16, right
50624,8,14, right
50709,8,14, right
50794,10,17, right
50880,9,16, right
50965,7,14, right
51050,9,16, right
51135,10,17, right
51221,9,15, right
51306,7,14, right
51391,9,15, right
51476,11,17, right
51562,8,14, right
51647,7,13, right
51732,10,16, right
51818,11,16, right
51904,8,13, right
51989,8,14, right
52076,11,16, right
52162,8,13, right
52247,7,13, right
52332,11,15, right
52418,11,16, right
52504,8,13, right
52589,8,14, right
52674,11,16, right
52760,10,14, right
52846,8,13, right
52931,10,15, right
53017,11,16, right
53103,8,13, right
53188,8,13, right
53273,11,16, right
53359,10,15, right
53445,7,12, right
53530,9,14, right
53615,11,16, right
53701,9,14, right
53786,8,13, right
53871,10,16, right
53957,11,16, right
54043,8,13, right
54130,10,14, right
54216,11,15, right
54302,9,14, right
54387,8,13, right
54472,11,15, right
54558,11,15, right
54644,8,12, right
54729,8,14, right
54814,11,15, right
54900,10,14, right
54986,8,12, right
55071,10,14, right
55157,11,15, right
55243,8,12, right
55328,9,13, right
55413,11,15, right
55499,10,14, right
55585,8,13, right
55670,10,14, right
55756,12,14, right
55842,8,12, right
55927,9,12, right
56012,11,15, right
56098,11,14, right
56186,9,12, right
56271,11,14, right
56357,10,15, right
56443,8,12, right
56528,9,14, right
56613,12,15, right
56699,11,14, right
56785,7,12, right
56870,10,14, right
56956,11,15, right
57042,8,12, right
57127,9,13, right
57212,11,15, right
57298,11,14, right
57384,8,12, right
57469,11,14, right
57555,12,15, right
57641,9,12, right
57726,9,12, right
57811,11,15, right
57897,12,14, right
57983,8,12, right
58068,10,13, right
58154,12,15, right
58238,10,13, right
58324,8,12, right
58409,10,13, right
58495,10,14, right
58581,9,11, right
58666,9,11, right
58751,11,13, right
58837,11,12, right
58923,5,9, right
59007,9,10, right
59092,12,12, middle
59178,10,11, right
59264,8,10, right
59349,11,12, right
59435,12,13, right
59521,9,11, right
59606,8,11, right
59691,11,14, right
59777,11,13, right
59863,9,11, right
59948,9,12, right
0,81,11, left
82,24,10, left
165,58,10, left
249,143,9, left
333,168,6, left
417,92,5, left
499,5,5, middle
581,0,7, right
663,0,9, right
745,30,11, left
829,14,10, left
913,0,10, right
996,0,9, right
1078,0,10, right
1162,0,12, right
1246,0,11, right
1330,0,9, right
1413,4,9, right
1496,94,12, left
1581,107,11, left
1667,0,5, right
1752,0,2, right
1835,0,4, right
1917,45,8, left
2001,58,10, left
2086,6,10, right
2170,0,8, right
2253,0,8, right
2336,12,8, left
2420,170,11, left
2506,278,12, left
2592,174,9, left
2677,49,10, left
2762,38,14, left
2847,76,12, left
2932,114,12, left
3018,94,14, left
3103,56,14, left
3188,54,11, left
3273,67,10, left
3358,64,13, left
3443,43,14, left
3528,31,11, left
3613,39,11, left
3698,47,14, left
3783,32,14, left
3868,18,11, left
3955,27,12, left
4040,37,14, left
4125,33,13, left
4210,4,11, right
4294,4,12, right
4378,44,14, left
4463,78,14, left
4548,29,12, left
4633,0,12, right
4717,0,14, right
4801,15,14, left
4886,7,12, right
4970,0,12, right
5054,0,13, right
5138,9,14, right
5222,10,14, right
5307,3,12, right
5391,0,11, right
5475,1,14, right
5559,11,14, right
5644,12,13, right
5729,9,11, right
5813,8,13, right
5897,12,14, right
5982,12,13, right
6069,8,11, right
6153,9,13, right
6237,13,14, right
6322,13,13, middle
6407,9,11, right
6491,7,12, right
6575,11,14, right
6660,13,14, right
6745,10,11, right
6830,9,11, right
6914,10,13, right
6999,15,14, left
7084,12,12, middle
7169,10,11, right
7254,13,13, middle
7339,20,14, left
7424,12,12, middle
7509,1,11, right
7593,0,12, right
7677,0,14, right
7761,16,13, left
7846,33,10, left
7931,37,11, left
8016,34,13, left
8101,4,12, right
8187,0,10, right
8271,2,12, right
8355,13,14, right
8440,23,12, left
8525,18,11, left
8610,17,12, left
8695,0,15, right
8779,0,14, right
8863,22,12, left
8948,24,11, left
9033,13,13, middle
9118,2,13, right
9202,22,12, left
9287,35,11, left
9372,28,14, left
9457,13,14, right
9542,4,12, right
9626,11,11, middle
9711,13,13, middle
9796,5,14, right
9880,0,13, right
9964,5,11, right
10048,14,12, left
10134,15,14, left
10220,8,12, right
10307,4,11, right
10392,11,14, right
10478,16,13, left
10564,7,11, right
10649,8,12, right
10734,16,14, left
10820,11,12, right
10906,8,11, right
10991,11,13, right
11077,13,14, right
11163,10,11, right
11249,10,13, right
11335,23,14, left
11421,19,11, left
11507,4,11, right
11592,2,14, right
11677,8,13, right
11762,14,11, left
11848,9,12, right
11933,8,14, right
12018,8,12, right
12103,9,11, right
12188,10,12, right
12274,13,14, right
12362,5,11, right
12447,9,12, right
12532,13,14, right
12618,10,12, right
12704,8,11, right
12789,12,13, right
12875,13,13, middle
12961,10,11, right
13047,12,11, left
13133,0,14, right
13218,0,12, right
13303,0,10, right
13388,6,11, right
13473,0,13, right
13558,0,11, right
13643,0,9, right
13727,0,10, right
13812,3,12, right
13897,0,11, right
13982,0,10, right
14067,5,10, right
14152,44,11, left
14238,39,9, left
14323,0,8, right
14407,2,10, right
14494,37,11, left
14580,29,9, left
14665,11,10, left
14751,15,12, left
14837,19,11, left
14923,0,9, right
15007,0,11, right
15092,13,13, middle
15178,26,12, left
15264,3,11, right
15349,6,13, right
15434,21,14, left
15520,14,11, left
15606,9,11, right
15691,13,13, middle
15777,15,13, left
15863,8,10, right
15948,9,12, right
16033,11,14, right
16119,11,12, right
16205,10,10, middle
16291,13,13, middle
16377,15,12, left
16463,14,10, left
16551,12,13, right
16637,7,13, right
16722,8,10, right
16807,12,11, left
16893,12,13, right
16979,10,12, right
17065,7,10, right
17150,9,12, right
17235,15,13, left
17321,11,10, left
17407,9,11, right
17492,14,13, left
17578,13,12, left
17664,8,10, right
17749,11,12, right
17835,13,13, middle
17921,10,11, right
18007,10,10, middle
18093,15,13, left
18179,13,12, left
18265,9,10, right
18350,11,12, right
18436,14,13, left
18524,10,10, middle
18610,11,12, right
18696,12,13, right
18782,11,10, left
18868,13,11, left
18954,13,13, middle
19040,10,12, right
19126,10,10, middle
19212,13,13, middle
19298,13,12, left
19384,7,10, right
19469,13,11, left
19555,16,14, left
19641,10,11, right
19727,8,10, right
19812,14,13, left
19898,13,12, left
19984,9,10, right
20069,11,11, middle
20155,15,13, left
20241,11,11, middle
20327,8,10, right
20412,13,12, left
20498,14,13, left
20586,8,10, right
20671,12,12, middle
20757,14,13, left
20843,12,10, left
20929,10,11, right
21015,14,13, left
21101,11,11, middle
21187,11,10, left
21273,15,13, left
21359,14,12, left
21445,8,10, right
21530,11,11, middle
21616,15,13, left
21702,12,11, left
21788,9,10, right
21873,11,12, right
21959,15,12, left
22045,10,10, middle
22131,10,11, right
22217,14,13, left
22303,12,11, left
22389,9,10, right
22474,12,13, right
22560,14,12, left
22648,11,10, left
22734,12,13, right
22820,13,12, left
22906,11,10, left
22992,11,12, right
23078,14,13, left
23164,12,11, left
23250,11,10, left
23336,13,13, middle
23422,12,12, middle
23508,11,10, left
23594,13,12, left
23680,13,13, middle
23766,10,10, middle
23852,12,11, left
23938,15,13, left
24024,11,11, middle
24110,9,10, right
24195,12,12, middle
24281,14,13, left
24367,10,10, middle
24453,11,11, middle
24539,14,13, left
24627,10,10, middle
24713,11,11, middle
24799,14,13, left
24885,12,11, left
24971,10,10, middle
25057,13,13, middle
25143,14,12, left
25229,9,10, right
25314,11,11, middle
25400,14,13, left
25486,11,11, middle
25572,9,10, right
25657,13,13, middle
25743,15,12, left
25829,10,10, middle
25915,11,12, right
26001,13,13, middle
26087,11,10, left
26173,9,10, right
26258,13,13, middle
26344,14,12, left
26430,10,10, middle
26516,11,12, right
26602,13,13, middle
26690,9,10, right
26775,11,11, middle
26861,15,13, left
26947,12,10, left
27033,10,10, middle
27119,14,13, left
27205,14,12, left
27291,11,10, left
27377,13,12, left
27463,16,12, left
27549,12,10, left
27635,12,11, left
27721,16,13, left
27807,12,11, left
27893,9,10, right
27978,13,12, left
28064,15,12, left
28150,10,10, middle
28236,10,11, right
28322,13,13, middle
28408,11,11, middle
28494,10,10, middle
28580,12,13, right
28668,11,11, middle
28754,10,10, middle
28840,14,13, left
28926,13,12, left
29012,10,10, middle
29098,13,12, left
29184,15,13, left
29270,9,10, right
29355,9,10, right
29440,13,13, middle
29526,14,12, left
29612,11,10, left
29698,10,12, right
29784,13,13, middle
29870,10,10, middle
29956,10,11, right
30042,14,13, left
30128,14,11, left
30214,9,10, right
30299,11,12, right
30385,14,13, left
30471,11,10, left
30557,11,11, middle
30643,15,13, left
30731,10,10, middle
30817,11,11, middle
30903,14,13, left
30989,12,11, left
31075,10,10, middle
31161,13,12, left
31247,15,12, left
31333,17,10, left
31419,16,11, left
31505,11,12, right
31591,24,10, left
31677,45,10, left
31763,39,12, left
31849,20,10, left
31935,22,8, left
32020,53,10, left
32106,80,10, left
32192,40,6, left
32277,0,6, right
32361,0,6, right
32445,0,5, right
32529,0,2, right
32613,0,0, middle
32697,0,0, middle
32783,0,0, middle
32867,0,0, middle
32951,0,0, middle
33035,0,0, middle
33119,0,0, middle
33203,0,40, right
33288,0,152, right
33374,0,134, right
33460,0,85, right
33545,0,68, right
33630,1,95, right
33715,6,144, right
33801,11,169, right
33888,10,170, right
33975,2,142, right
34061,3,120, right
34147,4,121, right
34233,7,124, right
34319,6,98, right
34404,0,40, right
34489,0,0, middle
34573,0,0, middle
34657,0,0, middle
34741,6,6, middle
34827,17,51, right
34913,20,155, right
35000,13,184, right
35087,0,127, right
35173,0,101, right
35259,0,110, right
35345,3,127, right
35431,3,119, right
35517,0,89, right
35602,1,73, right
35687,7,80, right
35772,12,94, right
35858,5,86, right
35943,1,66, right
36028,4,54, right
36113,7,62, right
36198,10,80, right
36284,14,86, right
36370,14,73, right
36456,8,60, right
36541,11,60, right
36627,17,61, right
36713,11,47, right
36799,4,28, right
36886,8,18, right
36971,14,26, right
37057,9,43, right
37142,6,51, right
37227,0,57, right
37312,0,47, right
37397,0,19, right
37482,0,17, right
37567,4,39, right
37652,7,37, right
37737,4,32, right
37822,2,25, right
37907,2,18, right
37992,6,27, right
38077,3,27, right
38162,0,20, right
38247,0,29, right
38332,2,31, right
38417,0,22, right
38502,3,22, right
38587,8,28, right
38672,8,28, right
38757,2,20, right
38842,1,16, right
38929,4,23, right
39014,1,25, right
39099,0,21, right
39184,0,20, right
39269,0,14, right
39354,1,9, right
39438,0,13, right
39523,9,28, right
39608,14,34, right
39694,10,26, right
39780,6,19, right
39865,9,25, right
39950,11,29, right
40036,7,24, right
40121,5,22, right
40206,8,26, right
40291,8,27, right
40376,5,25, right
40461,4,24, right
40546,7,25, right
40631,9,26, right
40716,7,24, right
40801,5,22, right
40886,8,24, right
40973,9,26, right
41058,6,22, right
41143,6,22, right
41228,9,26, right
41313,9,25, right
41398,6,21, right
41483,6,22, right
41568,10,24, right
41654,8,23, right
41739,6,20, right
41824,7,21, right
41909,9,24, right
41994,10,23, right
42080,6,20, right
42165,7,22, right
42250,10,24, right
42336,8,22, right
42421,5,19, right
42506,7,21, right
42591,11,24, right
42677,7,20, right
42762,6,20, right
42847,9,23, right
42932,10,22, right
43020,6,19, right
43105,8,21, right
43190,10,22, right
43276,9,21, right
43361,6,19, right
43446,8,21, right
43531,11,22, right
43617,9,20, right
43702,7,18, right
43787,9,21, right
43872,11,22, right
43958,8,19, right
44043,7,19, right
44128,10,21, right
44214,10,21, right
44300,7,18, right
44385,8,19, right
44470,10,22, right
44556,9,20, right
44641,6,18, right
44726,8,19, right
44811,11,21, right
44897,9,20, right
44982,7,18, right
45069,10,20, right
45155,10,20, right
45241,8,18, right
45326,8,18, right
45411,11,21, right
45497,10,19, right
45583,7,17, right
45668,9,19, right
45753,11,20, right
45839,9,18, right
45924,7,16, right
46009,9,19, right
46094,11,20, right
46180,8,17, right
46265,8,17, right
46350,11,19, right
46436,11,19, right
46522,8,16, right
46607,8,18, right
46692,12,20, right
46778,10,18, right
46864,7,16, right
46949,10,18, right
47035,11,19, right
47123,8,16, right
47208,9,17, right
47293,12,19, right
47379,10,17, right
47465,8,16, right
47550,11,18, right
47636,11,18, right
47722,8,16, right
47807,9,17, right
47892,12,19, right
47978,11,17, right
48064,7,15, right
48149,9,18, right
48234,12,18, right
48320,9,16, right
48405,8,16, right
48490,11,18, right
48576,11,18, right
48662,8,15, right
48747,9,16, right
48832,12,18, right
48918,11,17, right
49004,8,14, right
49089,10,17, right
49177,11,17, right
49263,8,14, right
49348,10,16, right
49434,12,18, right
49520,9,16, right
49605,8,15, right
49690,11,17, right
49776,12,17, right
49862,8,15, right
49947,9,15, right
50032,12,18, right
50118,11,16, right
50204,8,14, right
50289,10,16, right
50375,12,18, right
50461,9,15, right
50546,9,15, right
50631,11,17, right
50717,12,17, right
50803,7,14, right
50888,10,15, right
50974,12,15, right
51060,9,11, right
51145,8,10, right
51232,12,13, right
51318,11,12, right
51404,8,10, right
51489,10,12, right
51575,12,13, right
51661,9,12, right
51746,8,13, right
51831,11,15, right
51917,11,15, right
52003,8,13, right
52088,9,15, right
52173,12,17, right
52259,10,15, right
52345,8,13, right
52430,11,16, right
52516,12,16, right
52602,9,13, right
52687,9,14, right
52772,11,16, right
52858,11,15, right
52944,8,13, right
53029,10,15, right
53115,13,16, right
53201,9,14, right
53284,9,13, right
53369,11,15, right
53455,12,16, right
53541,9,13, right
53626,9,14, right
53711,12,16, right
53797,12,15, right
53883,9,14, right
53968,10,14, right
54054,13,16, right
54140,10,14, right
54226,9,13, right
54311,12,16, right
54397,12,15, right
54483,9,13, right
54568,9,14, right
54653,12,16, right
54739,11,14, right
54825,9,13, right
54910,11,15, right
54996,12,16, right
55082,9,13, right
55167,9,13, right
55254,13,16, right
55340,11,14, right
55426,9,13, right
55511,12,15, right
55597,12,15, right
55683,8,12, right
55768,10,14, right
55854,11,16, right
55940,11,14, right
56026,9,13, right
56111,11,15, right
56197,12,15, right
56283,9,12, right
56368,10,13, right
56454,13,16, right
56540,10,13, right
56626,8,12, right
56711,11,15, right
56797,12,15, right
56883,8,12, right
56968,9,13, right
57053,13,15, right
57139,11,14, right
57225,7,12, right
57312,11,15, right
57398,12,14, right
57484,8,12, right
57569,10,13, right
57655,12,15, right
57741,9,12, right
57826,8,12, right
57911,12,14, right
57997,11,14, right
58083,9,12, right
58168,9,13, right
58253,11,15, right
58339,11,14, right
58425,8,12, right
58510,10,14, right
58596,12,15, right
58682,9,12, right
58767,9,12, right
58852,12,14, right
58938,12,14, right
59024,8,12, right
59109,9,13, right
59194,12,15, right
59280,11,13, right
59368,9,12, right
59453,12,14, right
59539,11,13, right
59625,8,11, right
59710,10,13, right
59796,12,15, right
59882,9,12, right
59967,10,11, right
0,14,11, left
84,11,10, left
167,9,9, middle
249,10,8, left
332,11,8, left
414,12,9, left
497,15,10, left
581,16,9, left
664,15,7, left
746,12,6, left
829,9,5, left
910,6,4, left
992,24,5, left
1075,56,6, left
1159,134,6, left
1244,249,7, left
1329,242,6, left
1414,139,6, left
1499,25,8, left
1583,30,8, left
1667,95,5, left
1751,164,5, left
1836,154,7, left
1921,92,8, left
2005,54,6, left
2089,69,4, left
2173,121,5, left
2258,135,7, left
2343,105,7, left
2430,69,4, left
2514,52,6, left
2598,89,8, left
2682,92,9, left
2766,80,8, left
2850,88,6, left
2934,110,5, left
3019,141,6, left
3104,138,7, left
3189,97,5, left
3273,40,6, left
3357,7,8, right
3440,20,9, left
3524,64,11, left
3609,105,8, left
3694,53,4, left
3778,0,6, left
3861,0,7, left
3944,6,9, right
4026,13,8, left
4110,8,6, left
4193,0,4, left
4276,0,6, left
4358,0,6, left
4441,0,7, left
4523,4,6, right
4606,21,6, left
4692,73,4, left
4776,210,5, left
4861,289,7, left
4946,169,4, left
5031,0,5, left
5113,3,7, right
5195,46,7, left
5278,139,9, left
5363,113,9, left
5448,32,8, left
5532,0,8, left
5614,47,8, left
5697,58,7, left
5781,1,9, right
5864,0,9, left
5946,2,10, right
6029,40,9, left
6113,60,6, left
6197,45,6, left
6281,13,9, left
6365,25,10, left
6450,46,8, left
6534,33,6, left
6618,22,7, left
6702,23,9, left
6786,28,10, left
6873,29,7, left
6957,24,6, left
7041,19,8, left
7125,25,10, left
7210,28,9, left
7294,17,7, left
7378,0,8, left
7461,0,9, left
7544,0,10, left
7628,0,10, left
7712,27,8, left
7796,43,5, left
7880,56,6, left
7964,74,7, left
8048,107,7, left
8133,92,5, left
8217,72,3, left
8301,68,3, left
8385,61,6, left
8469,43,8, left
8553,25,7, left
8637,22,6, left
8721,33,7, left
8805,30,9, left
8889,21,11, left
8974,7,9, right
9056,7,8, right
9141,10,8, left
9225,19,10, left
9310,24,10, left
9395,0,9, left
9478,0,8, left
9561,4,8, right
9643,17,8, left
9727,22,10, left
9812,19,10, left
9897,12,8, left
9981,13,8, left
10065,25,9, left
10150,15,10, left
10236,0,8, left
10320,2,8, right
10404,17,8, left
10489,14,10, left
10575,2,9, right
10659,3,8, right
10743,13,8, left
10828,19,10, left
10914,15,10, left
11000,10,8, left
11085,12,9, left
11170,17,10, left
11256,16,9, left
11343,12,8, left
11428,16,10, left
11514,17,10, left
11600,12,8, left
11685,13,8, left
11770,17,10, left
11856,17,9, left
11941,13,7, left
12026,13,9, left
12111,17,11, left
12197,17,9, left
12282,13,7, left
12367,14,9, left
12452,19,10, left
12538,17,9, left
12623,13,8, left
12708,15,9, left
12793,18,10, left
12879,15,9, left
12964,13,8, left
13049,16,10, left
13135,19,10, left
13221,15,8, left
13306,13,8, left
13391,17,10, left
13479,17,9, left
13564,13,7, left
13649,14,9, left
13734,19,11, left
13820,17,9, left
13905,19,8, left
13990,22,10, left
14076,42,11, left
14162,43,8, left
14247,19,7, left
14332,18,10, left
14418,26,10, left
14504,12,8, left
14589,1,9, right
14673,10,11, right
14759,21,10, left
14845,20,8, left
14930,19,9, left
15015,18,11, left
15101,14,10, left
15187,13,8, left
15272,16,10, left
15358,19,11, left
15444,16,8, left
15529,15,8, left
15616,19,11, left
15702,18,10, left
15788,18,8, left
15873,20,10, left
15959,26,11, left
16045,38,8, left
16130,87,7, left
16215,82,9, left
16300,43,9, left
16385,18,8, left
16470,0,7, left
16554,0,9, left
16638,0,8, left
16722,0,7, left
16806,0,6, left
16890,0,5, left
16974,0,8, left
17058,32,12, left
17144,73,12, left
17230,83,10, left
17316,119,11, left
17403,160,9, left
17489,139,5, left
17575,97,5, left
17660,59,7, left
17745,0,6, left
17831,0,6, left
17915,49,9, left
18000,146,9, left
18086,191,6, left
18172,140,4, left
18258,74,8, left
18343,40,10, left
18429,37,8, left
18514,61,9, left
18599,54,10, left
18685,20,10, left
18771,0,8, left
18855,7,9, right
18939,25,10, left
19025,20,10, left
19111,6,8, right
19195,5,9, right
19279,7,11, right
19364,23,11, left
19450,25,8, left
19535,5,9, right
19619,0,11, left
19704,2,12, right
19789,5,10, right
19874,6,9, right
19960,21,12, left
20046,17,11, left
20132,0,9, left
20216,4,10, right
20301,16,11, left
20387,13,11, left
20473,6,9, right
20557,7,10, right
20642,13,12, left
20728,15,11, left
20814,7,9, right
20898,4,10, right
20983,10,12, right
21069,15,11, left
21155,12,9, left
21240,13,11, left
21326,15,12, left
21412,15,9, left
21497,16,9, left
21582,26,11, left
21668,26,10, left
