Timestamp (ms), Piezo Value,Label
4598,502, sitting
4654,495, sitting
4710,489, sitting
4766,491, sitting
4822,485, sitting
4878,480, sitting
4934,476, sitting
4990,474, sitting
5046,472, sitting
5102,466, sitting
5158,458, sitting
5214,453, sitting
5270,449, sitting
5326,448, sitting
5382,442, sitting
5438,438, sitting
5494,438, sitting
5550,439, sitting
5606,441, sitting
5662,438, sitting
5718,436, sitting
5774,435, sitting
5830,438, sitting
5886,436, sitting
5942,431, sitting
6001,426, sitting
6169,424, sitting
6225,423, sitting
6281,420, sitting
6337,420, sitting
6393,417, sitting
6449,418, sitting
6505,417, sitting
6561,413, sitting
6617,416, sitting
6673,420, sitting
6729,421, sitting
6785,418, sitting
6841,409, sitting
6897,402, sitting
6953,404, sitting
7009,404, sitting
7065,411, sitting
7121,413, sitting
7177,417, sitting
7233,420, sitting
7289,418, sitting
7345,417, sitting
7401,417, sitting
7457,414, sitting
7513,418, sitting
7572,410, sitting
7628,407, sitting
7684,402, sitting
7740,400, sitting
7796,406, sitting
7852,406, sitting
7908,403, sitting
7964,400, sitting
8020,399, sitting
8076,401, sitting
8132,397, sitting
8188,398, sitting
8244,392, sitting
8300,393, sitting
8356,395, sitting
8412,393, sitting
8468,392, sitting
8524,389, sitting
8580,395, sitting
8636,396, sitting
8692,397, sitting
8748,392, sitting
8804,392, sitting
8860,395, sitting
8916,395, sitting
8975,395, sitting
9031,404, sitting
9087,394, sitting
9143,395, sitting
9199,397, sitting
9255,396, sitting
9311,394, sitting
9367,392, sitting
9423,392, sitting
9479,395, sitting
9535,397, sitting
9591,393, sitting
9647,391, sitting
9703,390, sitting
9759,396, sitting
9815,395, sitting
9871,392, sitting
9927,391, sitting
9983,388, sitting
10039,391, sitting
10096,391, sitting
10153,390, sitting
10210,386, sitting
10267,384, sitting
10324,386, sitting
10381,387, sitting
10441,390, sitting
10498,389, sitting
10555,385, sitting
10612,384, sitting
10669,382, sitting
10726,383, sitting
10783,382, sitting
10840,370, sitting
10897,379, sitting
10954,373, sitting
11011,371, sitting
11068,372, sitting
11125,372, sitting
11182,373, sitting
11239,374, sitting
11296,370, sitting
11353,365, sitting
11410,364, sitting
11467,367, sitting
11524,365, sitting
11581,368, sitting
11638,367, sitting
11695,361, sitting
11752,362, sitting
11812,363, sitting
11869,365, sitting
11926,365, sitting
11983,367, sitting
12040,366, sitting
12097,364, sitting
12154,359, sitting
12211,362, sitting
12268,364, sitting
12325,365, sitting
12382,366, sitting
12439,361, sitting
12496,360, sitting
12553,358, sitting
12610,360, sitting
12667,362, sitting
12724,369, sitting
12781,360, sitting
12838,358, sitting
12895,359, sitting
12952,355, sitting
13009,358, sitting
13066,362, sitting
13123,364, sitting
13183,364, sitting
13240,366, sitting
13297,360, sitting
13354,364, sitting
13411,360, sitting
13468,364, sitting
13525,361, sitting
13582,360, sitting
13639,359, sitting
13696,359, sitting
13753,367, sitting
13810,366, sitting
13867,362, sitting
13924,360, sitting
13981,354, sitting
14038,342, sitting
14095,341, sitting
14152,352, sitting
14209,357, sitting
14266,355, sitting
14323,357, sitting
14380,354, sitting
14437,362, sitting
14494,368, sitting
14551,366, sitting
14611,360, sitting
14668,353, sitting
14725,341, sitting
14782,337, sitting
14839,343, sitting
14896,341, sitting
14953,346, sitting
15010,354, sitting
15067,351, sitting
15124,344, sitting
15181,350, sitting
15238,356, sitting
15295,346, sitting
15352,344, sitting
15409,351, sitting
15466,354, sitting
15523,333, sitting
15580,316, sitting
15637,331, sitting
15694,339, sitting
15751,331, sitting
15808,338, sitting
15865,329, sitting
15922,315, sitting
15982,319, sitting
16039,333, sitting
16096,332, sitting
16153,326, sitting
16210,321, sitting
16267,325, sitting
16324,320, sitting
16381,320, sitting
16438,327, sitting
16495,332, sitting
16552,330, sitting
16609,323, sitting
16666,319, sitting
16723,323, sitting
16780,322, sitting
16837,319, sitting
16894,317, sitting
16951,317, sitting
17008,312, sitting
17065,309, sitting
17122,314, sitting
17179,315, sitting
17236,313, sitting
17293,310, sitting
17353,311, sitting
17410,303, sitting
17467,304, sitting
17524,306, sitting
17581,313, sitting
17638,303, sitting
17695,312, sitting
17752,304, sitting
17809,300, sitting
17866,299, sitting
17923,302, sitting
17980,302, sitting
18037,303, sitting
18094,300, sitting
18151,291, sitting
18208,293, sitting
18265,300, sitting
18322,300, sitting
18379,299, sitting
18436,295, sitting
18493,297, sitting
18550,291, sitting
18607,296, sitting
18664,296, sitting
18721,293, sitting
18781,298, sitting
18838,295, sitting
18895,304, sitting
18952,286, sitting
19009,287, sitting
19066,289, sitting
19123,288, sitting
19180,291, sitting
19237,289, sitting
19294,284, sitting
19351,283, sitting
19408,290, sitting
19465,291, sitting
19522,289, sitting
19579,289, sitting
19636,285, sitting
19693,282, sitting
19750,287, sitting
19807,287, sitting
19864,287, sitting
19921,290, sitting
19978,281, sitting
20035,286, sitting
20092,288, sitting
20152,292, sitting
20209,294, sitting
20266,302, sitting
20323,306, sitting
20380,300, sitting
20437,296, sitting
20494,291, sitting
20551,290, sitting
20608,298, sitting
20665,303, sitting
20722,303, sitting
20779,302, sitting
20836,312, sitting
20893,304, sitting
20950,298, sitting
21007,300, sitting
21064,303, sitting
21121,300, sitting
21178,298, sitting
21235,302, sitting
21292,304, sitting
21349,305, sitting
21406,308, sitting
21463,299, sitting
21520,296, sitting
21580,297, sitting
21637,299, sitting
21694,301, sitting
21751,300, sitting
21808,299, sitting
21865,297, sitting
21922,295, sitting
21979,293, sitting
22036,297, sitting
22093,297, sitting
22150,315, sitting
22207,293, sitting
22264,292, sitting
22321,293, sitting
22378,292, sitting
22435,258, sitting
22492,298, sitting
22549,297, sitting
22606,296, sitting
22663,291, sitting
22720,287, sitting
22777,296, sitting
22834,296, sitting
22891,295, sitting
22951,296, sitting
23008,294, sitting
23065,290, sitting
23122,291, sitting
23179,296, sitting
23236,292, sitting
23293,292, sitting
23350,294, sitting
23407,291, sitting
23464,296, sitting
23521,295, sitting
23578,295, sitting
23635,296, sitting
23692,291, sitting
23749,292, sitting
23806,286, sitting
23863,289, sitting
23920,291, sitting
23977,293, sitting
24034,294, sitting
24091,287, sitting
24148,285, sitting
24205,288, sitting
24262,292, sitting
24322,291, sitting
24379,288, sitting
24436,289, sitting
24493,288, sitting
24550,286, sitting
24607,286, sitting
24664,287, sitting
24721,290, sitting
24778,288, sitting
24835,288, sitting
24892,285, sitting
24949,282, sitting
25006,283, sitting
25063,291, sitting
25120,293, sitting
25177,291, sitting
25234,292, sitting
25291,271, sitting
25348,288, sitting
25405,290, sitting
25462,289, sitting
25519,291, sitting
25576,288, sitting
25633,279, sitting
25690,271, sitting
25750,270, sitting
25807,275, sitting
25864,277, sitting
25921,272, sitting
25978,273, sitting
26035,272, sitting
26092,271, sitting
26149,267, sitting
26206,270, sitting
26263,273, sitting
26320,277, sitting
26377,270, sitting
26434,270, sitting
26491,274, sitting
26548,280, sitting
26605,280, sitting
26662,276, sitting
26719,272, sitting
26776,268, sitting
26833,263, sitting
26890,269, sitting
26947,269, sitting
27004,267, sitting
27061,258, sitting
27121,269, sitting
27178,264, sitting
27235,264, sitting
27292,263, sitting
27349,265, sitting
27406,260, sitting
27463,264, sitting
27520,260, sitting
27577,259, sitting
27634,257, sitting
27691,259, sitting
27748,263, sitting
27805,259, sitting
27862,255, sitting
27919,255, sitting
27976,253, sitting
28033,259, sitting
28090,266, sitting
28147,268, sitting
28204,265, sitting
28261,263, sitting
28318,259, sitting
28375,257, sitting
28432,257, sitting
28489,254, sitting
28544,276, sitting
28601,257, sitting
28658,254, sitting
28715,256, sitting
28772,260, sitting
28829,260, sitting
28886,256, sitting
28943,252, sitting
29000,253, sitting
29057,258, sitting
29114,251, sitting
29171,257, sitting
29228,257, sitting
29285,255, sitting
29342,252, sitting
29399,253, sitting
29456,259, sitting
29513,259, sitting
29570,257, sitting
29627,257, sitting
29684,256, sitting
29741,254, sitting
29798,257, sitting
29855,263, sitting
29915,263, sitting
29972,264, sitting
0,51, empty
53,48, empty
106,52, empty
160,51, empty
214,47, empty
268,51, empty
322,54, empty
376,55, empty
430,50, empty
484,52, empty
538,57, empty
592,48, empty
646,54, empty
700,50, empty
754,47, empty
808,52, empty
862,52, empty
916,47, empty
970,50, empty
1024,32, empty
1079,50, empty
1134,47, empty
1189,51, empty
1244,54, empty
1299,50, empty
1354,48, empty
1409,50, empty
1464,53, empty
1519,51, empty
1574,67, empty
1632,49, empty
1687,53, empty
1742,52, empty
1797,49, empty
1852,50, empty
1907,60, empty
1962,53, empty
2017,48, empty
2072,49, empty
2127,52, empty
2182,54, empty
2237,51, empty
2292,52, empty
2347,53, empty
2402,54, empty
2457,49, empty
2512,50, empty
2567,55, empty
2622,53, empty
2677,67, empty
2732,52, empty
2787,54, empty
2842,53, empty
2897,50, empty
2952,49, empty
3007,53, empty
3062,53, empty
3117,50, empty
3172,43, empty
3227,54, empty
3285,54, empty
3340,52, empty
3395,50, empty
3450,51, empty
3505,54, empty
3560,51, empty
3615,50, empty
3670,52, empty
3725,53, empty
3780,52, empty
3835,49, empty
3890,54, empty
3945,55, empty
4000,52, empty
4055,50, empty
4110,53, empty
4165,55, empty
4220,52, empty
4275,50, empty
4330,54, empty
4385,54, empty
4440,52, empty
4495,51, empty
4550,52, empty
4605,60, empty
4660,51, empty
4715,50, empty
4770,52, empty
4825,52, empty
4880,53, empty
4938,51, empty
4993,53, empty
5048,74, empty
5103,56, empty
5158,51, empty
5213,51, empty
5268,54, empty
5323,55, empty
5378,53, empty
5433,52, empty
5488,55, empty
5543,55, empty
5598,51, empty
5653,56, empty
5708,55, empty
5763,55, empty
5818,51, empty
5873,53, empty
5928,55, empty
5983,56, empty
6038,53, empty
6093,50, empty
6148,55, empty
6203,55, empty
6258,52, empty
6313,52, empty
6368,55, empty
6423,56, empty
6478,53, empty
6533,53, empty
6588,55, empty
6646,57, empty
6701,54, empty
6756,50, empty
6811,55, empty
6866,58, empty
6921,54, empty
6976,52, empty
7031,54, empty
7086,56, empty
7141,53, empty
7196,53, empty
7251,54, empty
7306,56, empty
7361,56, empty
7416,52, empty
7471,55, empty
7526,56, empty
7581,54, empty
7636,53, empty
7691,56, empty
7746,56, empty
7801,54, empty
7856,53, empty
7911,55, empty
7966,57, empty
8021,52, empty
8076,52, empty
8131,55, empty
8186,58, empty
8241,56, empty
8299,74, empty
8354,54, empty
8409,57, empty
8464,57, empty
8519,53, empty
8574,53, empty
8629,57, empty
8684,55, empty
8739,53, empty
8794,55, empty
8849,56, empty
8904,56, empty
8959,53, empty
9014,53, empty
9069,57, empty
9124,57, empty
9179,54, empty
9234,53, empty
9289,56, empty
9344,56, empty
9399,54, empty
9454,55, empty
9509,57, empty
9564,57, empty
9619,52, empty
9674,55, empty
9729,57, empty
9784,56, empty
9839,53, empty
9894,55, empty
9952,57, empty
10007,59, empty
10063,57, empty
10119,53, empty
10175,54, empty
10231,57, empty
10287,57, empty
10343,56, empty
10399,52, empty
10455,52, empty
10511,58, empty
10567,41, empty
10623,56, empty
10679,52, empty
10735,55, empty
10791,58, empty
10847,58, empty
10903,56, empty
10959,54, empty
11015,57, empty
11071,56, empty
11127,59, empty
11183,56, empty
11239,56, empty
11295,57, empty
11351,59, empty
11407,57, empty
11463,58, empty
11522,56, empty
11578,57, empty
11634,59, empty
11690,59, empty
11746,57, empty
11802,56, empty
11858,56, empty
11914,59, empty
11970,58, empty
12026,58, empty
12082,56, empty
12138,56, empty
12194,57, empty
12250,60, empty
12306,58, empty
12362,55, empty
12418,53, empty
12474,58, empty
12530,59, empty
12586,58, empty
12642,55, empty
12698,55, empty
12754,59, empty
12810,53, empty
12866,58, empty
12922,55, empty
12978,55, empty
13034,59, empty
13090,60, empty
13149,60, empty
13205,55, empty
13261,57, empty
13317,57, empty
13373,60, empty
13429,61, empty
13485,58, empty
13541,57, empty
13597,58, empty
13653,60, empty
13709,72, empty
13765,59, empty
13821,56, empty
13877,57, empty
13933,58, empty
13989,60, empty
14045,58, empty
14101,56, empty
14157,58, empty
14213,64, empty
14269,60, empty
14325,59, empty
14381,56, empty
14437,57, empty
14493,58, empty
14549,61, empty
14605,58, empty
14661,56, empty
14720,55, empty
14776,58, empty
14832,60, empty
14888,61, empty
14944,57, empty
15000,56, empty
15056,59, empty
15112,61, empty
15168,61, empty
15224,58, empty
15280,56, empty
15336,59, empty
15392,60, empty
15448,61, empty
15504,57, empty
15560,55, empty
15616,59, empty
15672,61, empty
15728,60, empty
15784,59, empty
15840,57, empty
15896,58, empty
15952,62, empty
16008,61, empty
16064,58, empty
16120,56, empty
16176,59, empty
16232,60, empty
16288,61, empty
16347,60, empty
16403,57, empty
16459,57, empty
16515,58, empty
16571,61, empty
16627,58, empty
16683,17, empty
16739,58, empty
16795,60, empty
16851,61, empty
16907,61, empty
16963,56, empty
17019,58, empty
17075,60, empty
17131,63, empty
17187,60, empty
17243,57, empty
17299,58, empty
17355,61, empty
17411,62, empty
17467,60, empty
17523,46, empty
17579,59, empty
17635,61, empty
17691,62, empty
17747,61, empty
17803,58, empty
17859,59, empty
17918,68, empty
17974,60, empty
18030,61, empty
18086,59, empty
18142,57, empty
18198,60, empty
18254,62, empty
18310,63, empty
18366,59, empty
18422,57, empty
18478,60, empty
18534,61, empty
18590,63, empty
18646,59, empty
18702,48, empty
18758,60, empty
18814,63, empty
18870,62, empty
18926,60, empty
18982,58, empty
19038,60, empty
19094,62, empty
19150,63, empty
19206,60, empty
19262,59, empty
19318,60, empty
19374,63, empty
19430,62, empty
19486,60, empty
19545,59, empty
19601,57, empty
19657,60, empty
19713,62, empty
19769,63, empty
19825,59, empty
19881,59, empty
19937,62, empty
19993,63, empty
20049,62, empty
20105,59, empty
20161,58, empty
20217,64, empty
20273,64, empty
20329,62, empty
20385,58, empty
20441,59, empty
20497,62, empty
20553,56, empty
20609,62, empty
20665,59, empty
20721,59, empty
20777,62, empty
20833,65, empty
20889,62, empty
20945,60, empty
21001,59, empty
21057,62, empty
21116,63, empty
21172,63, empty
21228,61, empty
21284,63, empty
21340,61, empty
21396,63, empty
21452,64, empty
21508,65, empty
21564,59, empty
21620,66, empty
21676,63, empty
21732,65, empty
21788,62, empty
21844,58, empty
21900,61, empty
21956,63, empty
22012,65, empty
22068,62, empty
22124,60, empty
22180,60, empty
22236,64, empty
22292,66, empty
22348,63, empty
22404,59, empty
22460,61, empty
22516,63, empty
22572,64, empty
22628,61, empty
22687,61, empty
22743,58, empty
22799,62, empty
22855,64, empty
22911,62, empty
22967,65, empty
23023,60, empty
23079,63, empty
23135,64, empty
23191,66, empty
23247,62, empty
23303,61, empty
23359,63, empty
23415,64, empty
23471,64, empty
23527,64, empty
23583,60, empty
23639,63, empty
23695,63, empty
23751,64, empty
23807,60, empty
23863,61, empty
23919,66, empty
23975,81, empty
24031,64, empty
24087,61, empty
24143,61, empty
24199,62, empty
24255,66, empty
24314,68, empty
24370,63, empty
24426,61, empty
24482,62, empty
24538,64, empty
24594,63, empty
24650,65, empty
24706,64, empty
24762,61, empty
24818,65, empty
24874,65, empty
24930,62, empty
24986,61, empty
25042,60, empty
25098,64, empty
25154,65, empty
25210,67, empty
25266,62, empty
25322,59, empty
25378,65, empty
25434,65, empty
25490,64, empty
25546,62, empty
25602,61, empty
25658,64, empty
25714,65, empty
25770,64, empty
25826,62, empty
25885,61, empty
25941,62, empty
25997,66, empty
26053,68, empty
26109,63, empty
26165,62, empty
26221,63, empty
26277,65, empty
26333,65, empty
26389,68, empty
26445,62, empty
26501,63, empty
26557,66, empty
26613,69, empty
26669,65, empty
26725,61, empty
26781,63, empty
26837,66, empty
26893,66, empty
26949,64, empty
27005,62, empty
27061,63, empty
27117,66, empty
27173,68, empty
27229,63, empty
27285,62, empty
27341,63, empty
27397,67, empty
27453,66, empty
27512,66, empty
27568,85, empty
27624,62, empty
27680,64, empty
27736,67, empty
27792,71, empty
27848,64, empty
27904,60, empty
27960,65, empty
28016,61, empty
28072,68, empty
28128,58, empty
28184,63, empty
28240,65, empty
28296,66, empty
28352,66, empty
28408,64, empty
28464,62, empty
28520,66, empty
28576,67, empty
28632,67, empty
28688,62, empty
28744,61, empty
28800,62, empty
28856,68, empty
28912,71, empty
28968,63, empty
29024,64, empty
29083,63, empty
29139,65, empty
29195,67, empty
29251,67, empty
29307,64, empty
29363,63, empty
29419,66, empty
29475,68, empty
29531,66, empty
29587,61, empty
29643,63, empty
29699,66, empty
29755,68, empty
29811,67, empty
29867,64, empty
29923,63, empty
29979,67, empty
0,118, empty
54,119, empty
108,115, empty
163,118, empty
218,120, empty
273,119, empty
328,116, empty
383,125, empty
438,119, empty
493,118, empty
548,113, empty
603,116, empty
658,120, empty
713,118, empty
768,113, empty
823,115, empty
878,119, empty
934,117, empty
989,114, empty
1044,114, empty
1100,121, empty
1157,122, empty
1214,100, empty
1271,0, sitting
1325,0, sitting
1379,0, sitting
1433,141, empty
1489,133, empty
1546,0, sitting
1603,0, sitting
1657,26, empty
1712,119, empty
1769,137, empty
1826,139, empty
1882,143, empty
1939,181, sitting
1995,187, sitting
2051,202, sitting
2107,269, sitting
2163,307, sitting
2219,339, sitting
2276,342, sitting
2332,331, sitting
2388,323, sitting
2444,316, sitting
2500,310, sitting
2556,345, sitting
2613,393, sitting
2670,437, sitting
2726,452, sitting
2782,464, sitting
2838,465, sitting
2894,454, sitting
2950,461, sitting
3006,463, sitting
3065,468, sitting
3121,486, sitting
3177,490, sitting
3233,479, sitting
3289,473, sitting
3345,470, sitting
3401,472, sitting
3457,472, sitting
3513,471, sitting
3569,475, sitting
3625,462, sitting
3681,460, sitting
3737,458, sitting
3793,455, sitting
3849,450, sitting
3906,448, sitting
3962,449, sitting
4018,451, sitting
4074,449, sitting
4130,446, sitting
4186,442, sitting
4242,434, sitting
4298,430, sitting
4354,429, sitting
4410,426, sitting
4466,426, sitting
4520,424, sitting
4576,426, sitting
4632,421, sitting
4688,418, sitting
4744,419, sitting
4800,424, sitting
4856,423, sitting
4912,420, sitting
4968,427, sitting
5024,415, sitting
5080,417, sitting
5136,419, sitting
5192,416, sitting
5248,416, sitting
5304,422, sitting
5360,426, sitting
5416,427, sitting
5472,426, sitting
5528,424, sitting
5584,419, sitting
5641,423, sitting
5698,424, sitting
5754,418, sitting
5810,412, sitting
5866,412, sitting
5925,413, sitting
5981,415, sitting
6037,417, sitting
6093,427, sitting
6150,416, sitting
6206,416, sitting
6262,422, sitting
6318,422, sitting
6374,422, sitting
6430,410, sitting
6486,403, sitting
6542,398, sitting
6598,392, sitting
6654,379, sitting
6710,352, sitting
6766,349, sitting
6822,375, sitting
6878,428, sitting
6934,443, sitting
6990,435, sitting
7046,408, sitting
7102,388, sitting
7158,377, sitting
7214,386, sitting
7271,377, sitting
7327,369, sitting
7386,381, sitting
7442,403, sitting
7498,420, sitting
7554,423, sitting
7610,410, sitting
7666,396, sitting
7722,385, sitting
7778,370, sitting
7834,343, sitting
7890,325, sitting
7946,326, sitting
8002,359, sitting
8058,404, sitting
8114,398, sitting
8170,371, sitting
8227,371, sitting
8283,372, sitting
8339,369, sitting
8395,377, sitting
8451,381, sitting
8507,380, sitting
8564,378, sitting
8620,377, sitting
8676,376, sitting
8732,365, sitting
8791,371, sitting
8847,370, sitting
8903,379, sitting
8959,383, sitting
9016,390, sitting
9072,392, sitting
9128,386, sitting
9184,383, sitting
9240,421, sitting
9296,436, sitting
9353,437, sitting
9410,451, sitting
9466,470, sitting
9522,483, sitting
9578,509, sitting
9635,529, sitting
9691,542, sitting
9747,560, sitting
9803,581, sitting
9859,596, sitting
9915,601, sitting
9972,595, sitting
10028,601, sitting
10085,603, sitting
10142,597, sitting
10200,590, sitting
10260,576, sitting
10317,568, sitting
10375,564, sitting
10432,567, sitting
10489,563, sitting
10547,570, sitting
10604,578, sitting
10662,585, sitting
10719,580, sitting
10776,576, sitting
10834,582, sitting
10891,573, sitting
10949,570, sitting
11006,560, sitting
11063,572, sitting
11121,580, sitting
11178,573, sitting
11236,558, sitting
11293,552, sitting
11351,551, sitting
11408,540, sitting
11465,542, sitting
11523,547, sitting
11580,546, sitting
11640,543, sitting
11698,547, sitting
11755,548, sitting
11812,545, sitting
11870,545, sitting
11928,543, sitting
11986,542, sitting
12044,539, sitting
12102,535, sitting
12160,537, sitting
12218,537, sitting
12276,533, sitting
12334,528, sitting
12391,521, sitting
12449,516, sitting
12506,518, sitting
12564,516, sitting
12621,518, sitting
12779,520, sitting
12836,515, sitting
12893,512, sitting
12951,509, sitting
13008,505, sitting
13065,506, sitting
13123,505, sitting
13178,508, sitting
13235,509, sitting
13293,506, sitting
13350,503, sitting
13407,498, sitting
13465,499, sitting
13522,500, sitting
13580,502, sitting
13637,500, sitting
13695,500, sitting
13752,501, sitting
13809,498, sitting
13867,494, sitting
13924,495, sitting
13982,498, sitting
14039,497, sitting
14096,499, sitting
14154,494, sitting
14211,494, sitting
14269,492, sitting
14326,493, sitting
14384,492, sitting
14441,498, sitting
14498,498, sitting
14558,498, sitting
14616,498, sitting
14673,491, sitting
14730,487, sitting
14788,491, sitting
14845,485, sitting
14903,479, sitting
14960,486, sitting
15018,485, sitting
15075,479, sitting
15132,478, sitting
15190,473, sitting
15247,472, sitting
15305,471, sitting
15362,476, sitting
15419,482, sitting
15477,482, sitting
15534,484, sitting
15592,478, sitting
15649,476, sitting
15707,475, sitting
15764,477, sitting
15821,481, sitting
15879,455, sitting
15939,484, sitting
15996,470, sitting
16054,483, sitting
16111,481, sitting
16168,477, sitting
16226,479, sitting
16283,482, sitting
16341,476, sitting
16398,475, sitting
16455,477, sitting
16513,472, sitting
16570,467, sitting
16628,467, sitting
16685,470, sitting
16742,469, sitting
16800,470, sitting
16857,476, sitting
16915,473, sitting
16972,472, sitting
17030,476, sitting
17087,471, sitting
17144,468, sitting
17202,472, sitting
17259,473, sitting
17317,473, sitting
17377,471, sitting
17434,475, sitting
17491,472, sitting
17549,468, sitting
17606,468, sitting
17664,478, sitting
17721,470, sitting
17778,475, sitting
17836,478, sitting
17893,475, sitting
17951,471, sitting
18008,469, sitting
18066,470, sitting
18123,469, sitting
18180,473, sitting
18238,474, sitting
18295,470, sitting
18353,470, sitting
18410,467, sitting
18467,468, sitting
18525,464, sitting
18582,468, sitting
18640,472, sitting
18697,470, sitting
18757,472, sitting
18814,469, sitting
18872,467, sitting
18929,467, sitting
18987,462, sitting
19044,460, sitting
19101,465, sitting
19159,466, sitting
19216,468, sitting
19274,470, sitting
19331,465, sitting
19389,463, sitting
19446,460, sitting
19503,461, sitting
19561,464, sitting
19618,464, sitting
19676,466, sitting
19733,466, sitting
19790,462, sitting
19848,468, sitting
19905,458, sitting
19963,459, sitting
20020,452, sitting
20077,461, sitting
20137,461, sitting
20195,467, sitting
20252,466, sitting
20310,460, sitting
20367,461, sitting
20424,457, sitting
20482,457, sitting
20539,461, sitting
20597,460, sitting
20654,461, sitting
20712,463, sitting
20769,457, sitting
20826,456, sitting
20884,457, sitting
20941,461, sitting
20999,460, sitting
21056,462, sitting
21113,461, sitting
21171,459, sitting
21228,457, sitting
21286,454, sitting
21343,453, sitting
21401,455, sitting
21458,455, sitting
21515,457, sitting
21575,460, sitting
21633,460, sitting
21690,458, sitting
21747,460, sitting
21805,449, sitting
21862,455, sitting
21920,456, sitting
21977,458, sitting
22035,459, sitting
22092,458, sitting
22149,457, sitting
22207,455, sitting
22264,454, sitting
22322,452, sitting
22379,455, sitting
22436,460, sitting
22494,471, sitting
22551,458, sitting
22609,457, sitting
22666,453, sitting
22724,449, sitting
22781,454, sitting
22838,455, sitting
22896,457, sitting
22956,456, sitting
23013,456, sitting
23071,456, sitting
23129,451, sitting
23187,451, sitting
23245,453, sitting
23303,449, sitting
23361,453, sitting
23419,456, sitting
23477,463, sitting
23535,457, sitting
23592,457, sitting
23650,455, sitting
23707,453, sitting
23764,450, sitting
23822,452, sitting
23879,455, sitting
23937,457, sitting
23994,455, sitting
24052,457, sitting
24109,426, sitting
24166,450, sitting
24224,450, sitting
24281,449, sitting
24339,452, sitting
24399,451, sitting
24456,455, sitting
24513,453, sitting
24571,452, sitting
24628,450, sitting
24686,445, sitting
24743,443, sitting
24800,446, sitting
24858,451, sitting
24915,451, sitting
24973,452, sitting
25030,452, sitting
25087,448, sitting
25145,447, sitting
25202,445, sitting
25260,448, sitting
25317,449, sitting
25375,451, sitting
25432,449, sitting
25489,445, sitting
25547,442, sitting
25604,440, sitting
25662,441, sitting
25719,443, sitting
25779,443, sitting
25836,446, sitting
25894,446, sitting
25951,444, sitting
26009,440, sitting
26066,436, sitting
26123,437, sitting
26181,444, sitting
26238,440, sitting
26296,436, sitting
26353,443, sitting
26411,439, sitting
26468,433, sitting
26525,434, sitting
26583,435, sitting
26640,433, sitting
26698,436, sitting
26755,444, sitting
26812,440, sitting
26870,445, sitting
26927,438, sitting
26985,434, sitting
27042,432, sitting
27099,434, sitting
27159,432, sitting
27217,392, sitting
27274,434, sitting
27332,430, sitting
27389,429, sitting
27446,420, sitting
27504,420, sitting
27561,426, sitting
27619,428, sitting
27676,427, sitting
27734,430, sitting
27791,433, sitting
27848,431, sitting
27906,429, sitting
27963,429, sitting
28021,423, sitting
28078,431, sitting
28135,431, sitting
28193,433, sitting
28250,430, sitting
28308,430, sitting
28365,428, sitting
28423,426, sitting
28480,428, sitting
28537,429, sitting
28597,432, sitting
28655,431, sitting
28712,431, sitting
28769,431, sitting
28827,427, sitting
28884,424, sitting
28942,421, sitting
28999,424, sitting
29057,428, sitting
29114,428, sitting
29171,425, sitting
29229,422, sitting
29286,415, sitting
29344,416, sitting
29401,416, sitting
29458,416, sitting
29516,418, sitting
29573,418, sitting
29631,421, sitting
29688,419, sitting
29746,416, sitting
29803,412, sitting
29860,412, sitting
29918,412, sitting
29978,415, sitting
0,123, empty
54,123, empty
108,126, empty
163,125, empty
218,122, empty
273,123, empty
328,126, empty
383,125, empty
438,121, empty
493,123, empty
548,126, empty
603,126, empty
658,121, empty
713,123, empty
768,126, empty
823,127, empty
878,125, empty
933,123, empty
988,128, empty
1043,125, empty
1099,120, empty
1155,122, empty
1211,124, empty
1267,127, empty
1323,126, empty
1379,122, empty
1435,122, empty
1491,121, empty
1547,126, empty
1606,124, empty
1662,124, empty
1718,122, empty
1774,122, empty
1830,123, empty
1886,125, empty
1942,126, empty
1998,122, empty
2054,129, empty
2110,124, empty
2166,124, empty
2222,126, empty
2278,123, empty
2334,122, empty
2390,123, empty
2446,126, empty
2502,125, empty
2558,123, empty
2614,121, empty
2670,125, empty
2726,127, empty
2782,126, empty
2838,124, empty
2894,121, empty
2950,121, empty
3006,124, empty
3062,125, empty
3118,122, empty
3177,120, empty
3233,123, empty
3289,125, empty
3345,123, empty
3401,124, empty
3457,120, empty
3513,122, empty
3569,125, empty
3625,126, empty
3681,126, empty
3737,123, empty
3793,122, empty
3849,125, empty
3905,125, empty
3961,124, empty
4017,123, empty
4073,122, empty
4129,123, empty
4185,126, empty
4241,125, empty
4297,121, empty
4353,121, empty
4409,125, empty
4465,127, empty
4521,125, empty
4577,123, empty
4633,123, empty
4689,123, empty
4748,126, empty
4804,127, empty
4860,124, empty
4916,122, empty
4972,123, empty
5028,125, empty
5084,127, empty
5140,124, empty
5196,122, empty
5252,122, empty
5308,126, empty
5364,126, empty
5420,124, empty
5476,123, empty
5532,123, empty
5588,125, empty
5644,127, empty
5700,125, empty
5756,121, empty
5812,121, empty
5868,126, empty
5924,127, empty
5980,125, empty
6036,122, empty
6092,122, empty
6148,125, empty
6204,129, empty
6260,115, empty
6316,122, empty
6375,123, empty
6431,123, empty
6487,126, empty
6543,127, empty
6599,126, empty
6655,121, empty
6711,124, empty
6767,126, empty
6823,126, empty
6879,124, empty
6935,124, empty
6991,124, empty
7047,126, empty
7103,126, empty
