Timestamp (ms), Piezo Value Left, Piezo Value Right, Flex Value Middle,Label,,
36113,34,67,768, middle,,
36226,31,66,769, middle,,
36339,29,65,770, middle,,
36452,34,68,769, middle,,
36565,30,66,769, middle,,
36680,30,65,768, middle,,
36793,34,68,769, middle,,
36906,31,66,768, middle,,
37019,31,66,768, middle,,
37132,34,69,769, middle,,
37245,31,66,769, middle,,
37358,33,67,768, middle,,
37471,35,68,769, middle,,
37584,31,66,768, middle,,
37697,34,68,769, middle,,
37810,34,68,770, middle,,
37923,31,66,770, middle,,
38036,34,68,768, middle,,
38149,33,67,769, middle,,
38262,31,66,768, middle,,
38375,35,69,770, middle,,
38488,33,68,769, middle,,
38601,33,67,768, middle,,
38716,34,69,769, middle,,
38829,32,68,768, middle,,
38942,31,67,768, middle,,
39055,35,70,769, middle,,
39168,32,68,769, middle,,
39281,32,68,769, middle,,
39394,35,70,769, middle,,
39507,31,68,768, middle,,
39620,34,69,769, middle,,
39733,35,70,770, middle,,
39846,32,67,769, middle,,
39959,35,70,771, middle,,
40072,34,70,770, middle,,
40185,31,68,769, middle,,
40298,35,70,769, middle,,
40411,34,70,769, middle,,
40524,32,68,769, middle,,
40637,36,71,769, middle,,
40750,33,69,769, middle,,
40865,32,68,769, middle,,
40978,35,71,770, middle,,
41091,33,69,768, middle,,
41204,33,68,768, middle,,
41317,35,71,769, middle,,
41430,32,68,769, middle,,
41543,34,69,769, middle,,
41656,35,71,770, middle,,
41769,33,68,770, middle,,
41882,35,70,769, middle,,
41995,36,71,770, middle,,
42108,32,68,769, middle,,
42221,36,71,769, middle,,
42334,38,70,769, middle,,
42447,34,69,769, middle,,
42560,37,72,771, middle,,
42673,34,70,769, middle,,
42786,33,69,769, middle,,
42901,37,72,769, middle,,
43014,36,70,769, middle,,
43127,34,69,770, middle,,
43240,37,72,769, middle,,
43353,35,70,770, middle,,
43466,35,70,769, middle,,
43579,38,72,770, middle,,
43692,35,70,769, middle,,
43805,37,71,769, middle,,
43918,38,72,770, middle,,
44031,34,69,769, middle,,
44144,37,71,770, middle,,
44257,37,72,770, middle,,
44370,34,69,769, middle,,
44483,38,72,769, middle,,
44596,36,71,770, middle,,
44709,35,69,768, middle,,
44822,39,72,770, middle,,
44937,37,71,771, middle,,
45050,35,69,769, middle,,
45163,39,72,769, middle,,
45276,36,71,770, middle,,
45389,37,70,769, middle,,
45502,39,73,770, middle,,
45615,37,70,769, middle,,
45728,38,70,770, middle,,
45841,40,73,769, middle,,
45954,36,70,770, middle,,
46067,39,72,769, middle,,
46180,39,72,769, middle,,
46293,37,70,768, middle,,
46406,39,72,770, middle,,
46519,39,72,769, middle,,
46632,36,70,769, middle,,
46745,40,73,770, middle,,
46858,38,71,770, middle,,
46973,37,70,769, middle,,
47086,40,73,770, middle,,
47199,38,72,769, middle,,
47312,37,70,769, middle,,
47425,40,73,770, middle,,
47538,38,71,770, middle,,
47651,38,71,769, middle,,
47764,40,73,770, middle,,
47877,37,70,769, middle,,
47990,38,71,769, middle,,
48103,39,73,769, middle,,
48216,37,70,770, middle,,
48329,39,72,770, middle,,
48442,40,72,769, middle,,
48555,37,70,770, middle,,
48668,41,73,769, middle,,
48781,40,72,768, middle,,
48894,38,70,769, middle,,
49007,41,73,770, middle,,
49122,41,72,770, middle,,
49235,39,70,768, middle,,
49348,42,73,769, middle,,
49461,41,72,770, middle,,
49574,40,71,770, middle,,
49687,43,73,770, middle,,
49800,41,71,769, middle,,
49913,40,71,769, middle,,
50026,43,74,770, middle,,
50139,40,71,770, middle,,
50252,41,72,770, middle,,
50365,43,73,770, middle,,
50478,39,70,769, middle,,
50591,42,72,769, middle,,
50704,42,73,770, middle,,
50817,39,70,770, middle,,
50930,43,73,769, middle,,
51043,42,72,770, middle,,
51158,40,70,770, middle,,
51271,43,73,769, middle,,
51384,42,73,770, middle,,
51497,40,70,769, middle,,
51610,44,73,769, middle,,
51723,41,72,770, middle,,
51836,41,71,769, middle,,
51949,43,74,769, middle,,
52062,41,71,769, middle,,
52175,41,71,770, middle,,
52288,43,73,770, middle,,
52401,40,71,769, middle,,
52514,42,72,769, middle,,
52627,43,73,769, middle,,
52740,40,70,769, middle,,
52853,43,72,769, middle,,
52966,41,73,770, middle,,
53079,41,71,770, middle,,
53194,44,72,770, middle,,
53307,44,73,769, middle,,
53420,42,71,770, middle,,
53533,45,73,770, middle,,
53646,44,72,770, middle,,
53759,43,71,769, middle,,
53872,44,74,770, middle,,
53985,43,72,770, middle,,
54098,43,71,770, middle,,
54211,48,74,769, middle,,
54324,45,71,770, middle,,
54437,44,71,769, middle,,
54550,47,73,770, middle,,
54663,41,70,770, middle,,
54776,45,72,768, middle,,
54889,44,73,770, middle,,
55002,43,71,769, middle,,
55115,46,73,769, middle,,
55228,46,73,770, middle,,
55343,43,71,770, middle,,
55456,48,73,770, middle,,
55569,47,73,770, middle,,
55682,42,70,769, middle,,
55795,48,73,769, middle,,
55908,45,72,770, middle,,
56021,45,71,769, middle,,
56134,49,74,770, middle,,
56247,47,72,770, middle,,
56360,47,71,769, middle,,
56473,49,74,770, middle,,
56586,45,71,769, middle,,
56699,47,72,770, middle,,
56812,48,74,770, middle,,
56925,46,71,769, middle,,
57038,48,72,770, middle,,
57151,48,74,769, middle,,
57264,45,71,769, middle,,
57379,47,72,770, middle,,
57492,49,74,769, middle,,
57605,45,71,769, middle,,
57718,47,73,768, middle,,
57831,48,74,770, middle,,
57944,45,71,768, middle,,
58057,49,73,769, middle,,
58170,48,72,770, middle,,
58283,43,70,769, middle,,
58396,55,73,770, middle,,
58509,37,71,769, middle,,
58622,34,68,769, middle,,
58735,39,71,770, middle,,
58848,26,69,769, middle,,
58961,25,72,769, middle,,
59074,28,97,772, middle,,
59187,24,108,774, middle,,
59301,22,124,776, middle,,
59417,27,138,776, middle,,
59531,29,148,776, middle,,
59645,30,156,777, middle,,
59759,33,150,775, middle,,
59873,33,141,775, middle,,
59987,30,126,772, middle,,
60101,34,120,770, middle,,
60215,34,114,769, middle,,
60329,33,114,770, middle,,
60443,37,105,768, middle,,
60557,43,87,765, middle,,
60670,39,32,757, left,,
60783,38,39,758, right,,
60896,39,53,760, right,,
61009,32,52,760, right,,
61122,36,83,763, right,,
61235,36,115,769, middle,,
61349,37,118,770, middle,,
61465,37,105,768, middle,,
61579,43,112,769, middle,,
61693,47,112,770, middle,,
61807,47,97,769, middle,,
61920,48,96,767, middle,,
62033,41,93,767, middle,,
62146,36,86,766, middle,,
62259,41,89,766, middle,,
62372,41,89,765, middle,,
62485,38,82,765, middle,,
62598,40,79,765, middle,,
62711,38,77,764, right,,
62824,37,76,764, right,,
62937,43,86,765, middle,,
63050,39,88,766, middle,,
63163,40,85,765, middle,,
63276,41,84,764, right,,
63389,36,74,763, right,,
63504,38,76,762, right,,
63617,43,77,764, right,,
63730,41,72,763, right,,
63843,42,73,763, right,,
63956,43,75,762, right,,
64069,40,71,762, right,,
64182,42,74,761, right,,
64295,42,74,762, right,,
64408,40,70,762, right,,
64521,43,72,763, right,,
64634,41,73,763, right,,
64747,41,72,763, right,,
64868,38,68,761, right,,
64981,42,71,762, right,,
65094,41,72,763, right,,
65207,40,69,762, right,,
65320,42,71,762, right,,
65433,40,70,763, right,,
65546,40,68,761, right,,
65661,43,70,762, right,,
65774,41,69,762, right,,
65887,41,66,762, right,,
66000,44,68,762, right,,
66113,41,68,762, right,,
66226,42,68,762, right,,
66339,43,68,762, right,,
66452,39,66,762, right,,
66565,43,66,761, right,,
66678,43,67,762, right,,
66791,40,65,762, right,,
66904,43,66,761, right,,
67017,43,66,761, right,,
67130,40,64,762, right,,
67243,44,66,762, right,,
67356,42,64,761, right,,
67469,41,63,761, right,,
67582,46,68,763, right,,
67695,42,64,762, right,,
67810,41,64,761, right,,
67923,45,68,762, right,,
68036,42,64,761, right,,
68149,42,64,760, right,,
68262,45,68,762, right,,
68375,41,63,762, right,,
68488,42,64,761, right,,
68601,45,66,762, right,,
68714,41,62,761, right,,
68827,43,64,761, right,,
68940,45,65,763, right,,
69053,41,62,761, right,,
69166,44,64,761, right,,
69279,44,64,762, right,,
69392,41,61,761, right,,
69505,44,64,760, right,,
69618,43,64,761, right,,
69731,41,62,761, right,,
69844,45,64,760, right,,
69959,44,64,761, right,,
70072,42,61,760, right,,
70185,45,64,762, right,,
70298,43,62,762, right,,
70411,42,61,762, right,,
70524,45,64,761, right,,
70637,42,62,761, right,,
70750,42,61,760, right,,
70863,45,63,761, right,,
70976,42,62,760, right,,
71089,44,62,761, right,,
71202,45,63,762, right,,
71315,42,60,761, right,,
71428,44,62,761, right,,
71541,45,63,762, right,,
71654,42,60,761, right,,
71767,44,61,761, right,,
71880,43,59,761, right,,
71993,39,56,759, right,,
72108,42,58,760, right,,
72221,42,64,762, right,,
72334,41,76,763, right,,
72447,46,88,764, right,,
72560,44,90,764, right,,
72673,41,78,762, right,,
72786,45,73,762, right,,
72899,44,77,763, right,,
73012,46,75,763, right,,
73125,49,67,761, right,,
73238,45,66,762, right,,
73351,46,69,762, right,,
73464,46,69,762, right,,
73577,41,64,761, right,,
73690,43,66,761, right,,
73803,44,65,762, right,,
73916,42,64,761, right,,
74029,46,66,761, right,,
74142,45,65,761, right,,
74257,43,62,761, right,,
74370,46,65,761, right,,
74483,45,65,761, right,,
74596,43,62,762, right,,
74709,46,65,760, right,,
74822,46,64,760, right,,
74935,43,62,760, right,,
75048,47,65,761, right,,
75161,44,63,761, right,,
75274,44,62,761, right,,
75387,47,65,761, right,,
75500,44,62,762, right,,
75613,45,63,761, right,,
75726,46,64,761, right,,
75839,44,62,761, right,,
75952,45,63,761, right,,
76065,46,64,761, right,,
76178,43,60,761, right,,
76291,46,63,761, right,,
76406,47,64,759, right,,
76519,44,61,760, right,,
76632,46,62,760, right,,
76745,47,63,761, right,,
76858,44,60,760, right,,
76971,46,63,760, right,,
77084,46,62,760, right,,
77197,43,60,760, right,,
77310,47,63,760, right,,
77423,45,62,762, right,,
77536,44,60,760, right,,
77649,47,63,761, right,,
77762,45,61,761, right,,
77875,45,60,761, right,,
77988,48,63,761, right,,
78101,44,60,761, right,,
78214,47,61,760, right,,
78327,47,62,760, right,,
78440,44,60,760, right,,
78555,46,60,761, right,,
78668,47,63,761, right,,
78781,44,59,760, right,,
78894,46,61,760, right,,
79007,48,62,762, right,,
79120,45,59,760, right,,
79233,47,62,760, right,,
79346,47,62,761, right,,
79459,45,59,760, right,,
79572,48,62,763, right,,
79685,47,61,761, right,,
79798,45,59,760, right,,
79911,47,62,761, right,,
80024,45,60,760, right,,
80137,45,59,760, right,,
80250,48,62,761, right,,
80363,45,60,762, right,,
80476,46,60,760, right,,
80589,48,62,760, right,,
80704,46,60,760, right,,
80817,46,60,760, right,,
80930,49,62,761, right,,
81043,46,59,760, right,,
81156,47,60,761, right,,
81269,49,62,761, right,,
81382,45,59,760, right,,
81495,46,61,761, right,,
81608,48,61,761, right,,
81721,45,58,761, right,,
81834,48,61,760, right,,
81947,47,60,760, right,,
82060,45,59,760, right,,
82173,48,62,760, right,,
82286,47,60,761, right,,
82399,45,59,761, right,,
82512,49,62,761, right,,
82625,45,60,761, right,,
82738,46,60,760, right,,
82853,49,62,761, right,,
82966,46,60,761, right,,
83079,45,60,760, right,,
83192,48,62,761, right,,
83305,47,59,762, right,,
83418,46,60,761, right,,
83531,49,62,762, right,,
83644,45,59,761, right,,
83757,46,60,760, right,,
83870,48,61,761, right,,
83983,45,58,759, right,,
84096,48,61,760, right,,
84209,48,61,761, right,,
84322,45,58,760, right,,
84435,49,61,760, right,,
84548,47,60,760, right,,
84661,45,58,759, right,,
84774,49,62,761, right,,
84887,46,59,760, right,,
85002,45,58,759, right,,
85115,49,61,760, right,,
85228,47,60,761, right,,
85341,46,58,760, right,,
85454,49,62,761, right,,
85567,46,59,760, right,,
85680,47,59,760, right,,
85793,49,62,761, right,,
85906,46,58,759, right,,
86019,48,60,760, right,,
86132,49,61,760, right,,
86245,45,58,760, right,,
86358,48,61,761, right,,
86471,48,60,761, right,,
86584,46,58,760, right,,
86697,49,61,761, right,,
86810,48,60,760, right,,
86923,47,59,761, right,,
87036,50,62,761, right,,
87151,48,60,761, right,,
87264,47,59,760, right,,
87377,50,61,761, right,,
87490,48,59,761, right,,
87603,46,59,760, right,,
87716,51,62,760, right,,
87829,48,59,760, right,,
87942,49,60,760, right,,
88055,51,62,761, right,,
88168,47,58,760, right,,
88281,50,60,760, right,,
88394,50,61,760, right,,
88507,47,58,760, right,,
88620,50,61,760, right,,
88733,50,60,760, right,,
88846,48,58,760, right,,
88959,51,61,760, right,,
89072,49,59,761, right,,
89185,49,57,759, right,,
89300,51,59,760, right,,
89413,50,58,760, right,,
89526,48,56,760, right,,
89639,52,59,760, right,,
89752,49,58,761, right,,
89865,49,58,759, right,,
89978,51,59,761, right,,
0,263,69,761, left,,
110,231,70,763, left,,
222,30,70,762, right,,
333,54,67,762, right,,
443,146,71,762, left,,
555,118,68,761, left,,
667,91,70,762, left,,
778,134,68,761, left,,
890,143,68,762, left,,
1002,113,69,761, left,,
1115,102,67,761, left,,
1228,123,69,761, left,,
1341,120,69,761, left,,
1454,113,67,760, left,,
1567,123,69,762, left,,
1680,118,68,761, left,,
1793,113,67,761, left,,
1906,119,69,762, left,,
2021,120,69,762, left,,
2134,112,67,761, left,,
2247,110,68,761, left,,
2360,103,68,762, left,,
2473,108,66,762, left,,
2586,115,69,761, left,,
2699,106,68,762, left,,
2812,113,66,760, left,,
2925,107,69,762, left,,
3038,49,67,760, right,,
3150,5,65,760, right,,
3261,29,66,761, right,,
3372,122,64,761, left,,
3485,179,68,761, left,,
3598,120,67,760, left,,
3711,125,66,760, left,,
3824,189,68,761, left,,
3937,77,67,760, left,,
4049,64,68,760, right,,
4163,148,69,761, left,,
4276,131,66,760, left,,
4389,87,67,761, left,,
4500,115,68,760, left,,
4613,125,66,760, left,,
4726,113,68,760, left,,
4839,101,68,760, left,,
4952,120,66,760, left,,
5065,122,68,761, left,,
5178,111,67,761, left,,
5291,113,66,760, left,,
5404,117,68,760, left,,
5517,111,66,759, left,,
5630,118,67,761, left,,
5743,115,68,761, left,,
5856,110,66,761, left,,
5969,117,66,760, left,,
6082,117,68,760, left,,
6195,112,65,760, left,,
6308,117,67,760, left,,
6423,118,68,760, left,,
6536,114,66,760, left,,
6649,116,66,759, left,,
6762,117,68,761, left,,
6875,113,65,760, left,,
6988,118,67,759, left,,
7101,117,68,760, left,,
7214,113,65,760, left,,
7327,117,67,760, left,,
7440,115,67,760, left,,
7553,114,65,759, left,,
7666,118,67,760, left,,
7779,115,67,760, left,,
7892,113,65,760, left,,
8005,117,68,760, left,,
8118,114,66,760, left,,
8231,112,65,760, left,,
8344,117,68,761, left,,
8457,114,66,759, left,,
8570,113,66,760, left,,
8685,117,67,760, left,,
8798,113,66,760, left,,
8911,111,65,760, left,,
9024,117,67,760, left,,
9137,113,66,760, left,,
9250,112,66,761, left,,
9363,115,68,760, left,,
9476,112,65,760, left,,
9589,113,66,760, left,,
9702,114,68,760, left,,
9815,110,65,760, left,,
9928,114,66,760, left,,
10041,115,67,760, left,,
10155,111,65,760, left,,
10269,113,66,760, left,,
10383,116,67,761, left,,
10497,112,66,760, left,,
10611,111,65,760, left,,
10725,115,67,761, left,,
10841,114,67,761, left,,
10955,110,65,760, left,,
11069,112,65,759, left,,
11183,114,67,760, left,,
11297,108,66,760, left,,
11411,108,65,760, left,,
11525,113,67,761, left,,
11639,109,66,760, left,,
11753,105,64,760, left,,
11867,109,66,761, left,,
11981,111,67,760, left,,
12095,105,65,760, left,,
12209,107,66,759, left,,
12323,111,67,760, left,,
12437,107,66,760, left,,
12623,110,67,760, left,,
12737,107,65,761, left,,
12851,107,64,760, left,,
12965,110,67,761, left,,
13081,109,67,761, left,,
13195,106,65,760, left,,
13309,109,65,759, left,,
13423,111,67,760, left,,
13537,108,65,760, left,,
13651,107,65,759, left,,
13765,109,67,759, left,,
13879,107,66,760, left,,
13993,105,64,759, left,,
14107,110,66,759, left,,
14221,109,67,760, left,,
14335,105,64,760, left,,
14449,110,65,760, left,,
14563,114,67,760, left,,
14677,115,66,760, left,,
14791,109,65,760, left,,
14905,116,67,761, left,,
15019,121,66,760, left,,
15133,117,64,760, left,,
15249,122,66,760, left,,
15363,135,67,760, left,,
15477,110,65,761, left,,
15591,120,65,760, left,,
15705,122,67,761, left,,
15819,95,66,760, left,,
15932,75,65,759, left,,
16045,85,67,760, left,,
16158,79,65,759, left,,
16271,73,65,760, left,,
16384,87,67,761, left,,
16497,84,65,760, left,,
16610,84,65,760, left,,
16723,94,67,760, left,,
16836,88,64,760, left,,
16949,91,66,760, left,,
17062,101,67,760, left,,
17176,103,65,760, left,,
17290,96,65,759, left,,
17403,104,67,759, left,,
17519,110,66,761, left,,
17633,100,64,761, left,,
17747,102,66,760, left,,
17861,106,66,760, left,,
17975,102,64,760, left,,
18089,103,66,759, left,,
18203,109,67,761, left,,
18317,109,65,760, left,,
18431,110,65,760, left,,
18545,113,67,761, left,,
18659,108,66,760, left,,
18773,104,64,760, left,,
18887,101,66,759, left,,
19001,99,66,760, left,,
19114,100,64,760, left,,
19228,103,66,759, left,,
19342,103,66,760, left,,
19456,100,64,759, left,,
19570,104,65,759, left,,
19686,127,67,759, left,,
19800,119,66,760, left,,
19914,91,64,760, left,,
20027,114,66,761, left,,
20141,123,66,761, left,,
20255,85,64,760, left,,
20368,89,66,760, left,,
20481,103,66,761, left,,
20595,89,64,759, left,,
20708,83,66,760, left,,
20821,94,66,760, left,,
20934,91,64,760, left,,
21047,91,66,761, left,,
21160,94,65,760, left,,
21273,93,64,760, left,,
21386,94,66,760, left,,
21499,96,65,760, left,,
21612,97,64,759, left,,
21725,99,66,760, left,,
21840,98,65,760, left,,
21953,99,64,760, left,,
22066,101,67,760, left,,
22180,100,65,760, left,,
22294,100,64,760, left,,
22408,115,66,761, left,,
22522,118,66,760, left,,
22636,118,64,760, left,,
22750,116,65,760, left,,
22864,113,66,761, left,,
22978,104,64,760, left,,
23092,105,64,759, left,,
23206,104,66,760, left,,
23320,89,65,760, left,,
23433,89,64,759, left,,
23546,94,66,760, left,,
23659,83,65,761, left,,
23772,80,64,760, left,,
23885,88,66,761, left,,
24000,84,65,760, left,,
24113,84,64,760, left,,
24226,90,66,760, left,,
24339,85,65,760, left,,
24452,86,64,760, left,,
24565,91,66,759, left,,
24678,85,64,760, left,,
24791,86,64,760, left,,
24904,89,66,761, left,,
25017,85,64,759, left,,
25130,89,65,760, left,,
25243,92,66,760, left,,
25356,86,64,760, left,,
25469,91,66,760, left,,
25582,93,66,760, left,,
25695,89,64,759, left,,
25808,102,66,760, left,,
25922,99,66,760, left,,
26035,94,63,760, left,,
26148,96,65,759, left,,
26263,95,66,759, left,,
26376,91,64,759, left,,
26489,94,65,759, left,,
26602,94,66,760, left,,
26715,89,64,760, left,,
26828,93,66,759, left,,
26941,92,65,761, left,,
27054,89,64,758, left,,
27167,91,66,760, left,,
27280,88,65,760, left,,
27393,87,64,760, left,,
27506,90,66,760, left,,
27619,85,64,759, left,,
27732,84,64,760, left,,
27845,88,66,760, left,,
27958,85,64,760, left,,
28071,87,64,759, left,,
28184,87,66,760, left,,
28297,83,64,759, left,,
28410,86,65,760, left,,
28525,87,66,760, left,,
28638,84,64,761, left,,
28751,86,64,760, left,,
28864,91,66,760, left,,
28977,87,64,760, left,,
29090,90,64,759, left,,
29203,92,66,760, left,,
29316,85,64,759, left,,
29429,87,65,759, left,,
29542,90,66,761, left,,
29655,89,63,760, left,,
29768,89,65,760, left,,
29881,89,66,760, left,,
29994,87,63,759, left,,
30107,87,65,760, left,,
30220,87,65,759, left,,
30333,91,63,759, left,,
30446,97,66,760, left,,
30559,77,65,760, left,,
30674,87,64,759, left,,
30787,130,66,760, left,,
30901,145,66,763, left,,
31015,127,63,763, left,,
31129,123,64,761, left,,
31243,126,64,762, left,,
31357,84,62,764, left,,
31470,20,63,764, right,,
31583,0,62,765, middle,,
31695,0,58,767, middle,,
31807,0,61,769, middle,,
31919,1,60,770, middle,,
32031,3,58,770, middle,,
32143,11,60,770, middle,,
32256,7,57,769, middle,,
32368,13,58,768, middle,,
32481,9,56,767, middle,,
32593,1,51,764, right,,
32705,10,53,764, right,,
32820,19,53,763, right,,
32933,35,51,767, middle,,
33046,34,54,768, middle,,
33159,16,56,769, middle,,
33272,13,56,768, middle,,
33385,27,55,768, middle,,
33498,19,53,768, middle,,
33611,1,48,765, middle,,
33723,12,50,764, right,,
33836,24,48,763, right,,
33949,34,51,768, middle,,
34062,38,52,767, middle,,
34175,30,52,770, middle,,
34288,30,58,769, middle,,
34401,35,61,770, middle,,
34514,11,58,769, middle,,
34627,16,60,768, middle,,
34740,20,60,769, middle,,
34853,29,59,769, middle,,
34968,23,61,768, middle,,
35081,28,62,769, middle,,
35194,24,60,768, middle,,
35307,32,63,769, middle,,
35420,28,64,769, middle,,
35533,21,62,768, middle,,
35646,26,64,767, middle,,
35759,27,63,768, middle,,
35872,27,61,768, middle,,
35985,27,64,769, middle,,
36098,22,64,768, middle,,
36211,15,62,768, middle,,
36324,24,66,768, middle,,
36437,47,64,768, middle,,
36550,63,64,768, middle,,
36663,38,66,769, middle,,
36776,39,63,768, middle,,
36889,33,63,768, middle,,
37004,29,66,769, middle,,
37117,27,64,769, middle,,
37230,29,64,769, middle,,
37343,33,66,769, middle,,
37456,31,64,768, middle,,
37569,31,64,769, middle,,
37682,33,66,769, middle,,
37795,30,64,769, middle,,
37908,30,65,769, middle,,
38021,32,66,769, middle,,
38134,28,64,767, middle,,
38247,30,65,768, middle,,
38360,32,66,769, middle,,
38473,28,64,769, middle,,
38586,30,66,769, middle,,
38699,31,66,769, middle,,
38812,29,64,768, middle,,
38925,32,66,769, middle,,
39040,33,67,769, middle,,
39153,29,64,769, middle,,
39266,31,66,769, middle,,
39379,32,67,770, middle,,
39492,29,64,768, middle,,
39605,31,66,770, middle,,
39718,32,67,769, middle,,
39831,29,64,768, middle,,
39944,33,67,769, middle,,
40057,31,66,769, middle,,
40170,29,65,768, middle,,
40283,34,68,769, middle,,
40396,31,66,768, middle,,
40509,31,65,769, middle,,
40622,34,68,769, middle,,
40735,30,66,769, middle,,
40848,32,66,770, middle,,
40961,35,68,768, middle,,
41074,30,65,768, middle,,
41189,32,66,768, middle,,
41302,34,68,770, middle,,
41415,33,66,769, middle,,
41528,33,66,769, middle,,
41641,34,68,769, middle,,
41754,31,66,768, middle,,
41867,34,67,769, middle,,
41980,34,68,769, middle,,
42093,31,66,768, middle,,
42206,35,67,769, middle,,
42319,34,68,770, middle,,
42432,32,65,769, middle,,
42545,35,68,769, middle,,
42658,35,68,768, middle,,
42771,32,66,769, middle,,
42884,36,68,770, middle,,
42997,34,67,769, middle,,
43110,35,66,769, middle,,
43225,36,68,769, middle,,
43338,35,68,768, middle,,
43451,30,66,769, middle,,
43564,36,68,770, middle,,
43677,35,68,769, middle,,
43790,33,66,768, middle,,
43903,37,69,769, middle,,
44016,33,67,768, middle,,
44129,31,67,769, middle,,
44242,39,69,770, middle,,
44355,41,67,769, middle,,
44468,36,67,769, middle,,
44581,34,69,770, middle,,
44694,32,66,768, middle,,
44807,38,68,770, middle,,
44920,35,69,769, middle,,
45033,35,66,769, middle,,
45146,37,68,770, middle,,
45261,36,69,770, middle,,
45374,34,67,769, middle,,
45487,36,68,769, middle,,
45600,37,69,770, middle,,
45713,34,66,768, middle,,
45826,37,68,770, middle,,
45939,37,69,769, middle,,
46052,35,66,769, middle,,
46165,37,69,770, middle,,
46278,36,68,769, middle,,
46391,35,66,768, middle,,
46504,40,69,769, middle,,
46617,35,68,770, middle,,
46730,34,66,769, middle,,
46843,39,69,769, middle,,
46956,37,68,769, middle,,
47069,37,67,769, middle,,
47182,36,70,769, middle,,
47297,33,68,770, middle,,
47410,34,67,770, middle,,
47523,38,70,770, middle,,
47636,36,68,770, middle,,
47749,36,68,768, middle,,
47862,38,70,770, middle,,
47975,36,67,769, middle,,
48088,37,68,768, middle,,
48201,38,70,769, middle,,
48314,35,67,769, middle,,
48427,38,69,769, middle,,
48540,38,70,770, middle,,
48653,35,67,769, middle,,
48766,39,69,769, middle,,
48879,37,69,770, middle,,
48992,37,67,769, middle,,
49105,39,70,770, middle,,
49218,36,68,770, middle,,
49331,38,67,769, middle,,
49446,37,69,769, middle,,
49559,37,69,769, middle,,
49672,36,67,769, middle,,
49785,37,70,770, middle,,
49898,37,68,768, middle,,
50011,36,67,768, middle,,
50124,40,70,770, middle,,
50237,36,68,770, middle,,
50350,37,68,769, middle,,
50463,39,70,770, middle,,
50576,37,68,770, middle,,
50689,40,68,769, middle,,
50802,38,70,771, middle,,
50915,38,67,768, middle,,
51028,39,69,769, middle,,
51141,40,70,769, middle,,
51254,37,67,769, middle,,
51367,41,69,770, middle,,
51482,42,70,770, middle,,
51595,36,67,769, middle,,
51708,40,69,770, middle,,
51821,39,70,769, middle,,
51934,37,67,768, middle,,
52047,40,69,769, middle,,
52160,40,69,769, middle,,
52273,36,67,769, middle,,
52386,40,70,769, middle,,
52499,39,69,770, middle,,
52612,37,67,769, middle,,
52725,40,70,770, middle,,
52838,38,68,769, middle,,
52951,38,68,769, middle,,
53064,41,70,770, middle,,
53177,37,68,769, middle,,
53290,39,68,769, middle,,
53403,41,70,769, middle,,
53518,37,68,770, middle,,
53631,39,68,769, middle,,
53744,42,70,769, middle,,
53857,37,68,768, middle,,
53970,40,68,770, middle,,
54083,42,70,769, middle,,
54196,38,68,769, middle,,
54309,40,69,769, middle,,
54422,41,70,769, middle,,
54535,37,67,769, middle,,
54648,42,70,770, middle,,
54761,41,70,770, middle,,
54874,38,67,769, middle,,
54987,42,70,769, middle,,
55100,40,69,769, middle,,
55213,37,67,769, middle,,
55326,42,70,770, middle,,
55439,38,68,769, middle,,
55552,39,68,769, middle,,
55667,42,70,770, middle,,
55780,39,69,769, middle,,
55893,38,68,769, middle,,
56006,41,70,770, middle,,
56119,39,68,770, middle,,
56232,38,68,770, middle,,
56345,42,70,770, middle,,
56458,39,68,769, middle,,
56571,40,68,769, middle,,
56684,43,70,769, middle,,
56797,39,68,769, middle,,
56910,42,69,769, middle,,
57023,43,70,770, middle,,
57136,37,67,769, middle,,
57249,43,70,768, middle,,
57362,41,70,770, middle,,
57475,39,67,769, middle,,
57588,43,70,769, middle,,
57703,42,70,769, middle,,
57816,40,67,769, middle,,
57929,43,70,769, middle,,
58042,42,70,769, middle,,
58155,40,68,769, middle,,
58268,42,70,769, middle,,
58381,41,69,769, middle,,
58494,39,68,769, middle,,
58607,44,70,769, middle,,
58720,39,68,769, middle,,
58833,40,68,769, middle,,
58946,42,70,769, middle,,
59059,38,68,769, middle,,
59172,41,69,768, middle,,
59285,43,70,769, middle,,
59398,39,68,769, middle,,
59511,42,69,767, middle,,
59624,43,70,769, middle,,
59739,40,68,769, middle,,
59852,42,69,770, middle,,
59965,43,70,769, middle,,
60078,39,68,770, middle,,
60191,43,69,770, middle,,
60304,43,70,770, middle,,
60417,43,67,769, middle,,
60530,49,69,769, middle,,
60643,36,68,769, middle,,
60756,26,64,768, middle,,
60869,29,65,769, middle,,
60982,28,63,768, middle,,
61095,26,60,769, middle,,
61208,30,62,768, middle,,
61321,29,60,770, middle,,
61434,27,59,767, middle,,
61547,26,61,769, middle,,
61660,21,65,768, middle,,
61775,23,100,771, middle,,
61889,28,125,774, middle,,
62003,30,155,777, middle,,
62117,30,161,779, middle,,
62231,34,150,776, middle,,
62345,34,148,776, middle,,
62459,29,137,774, middle,,
62573,31,140,773, middle,,
62687,35,154,777, middle,,
62801,35,145,775, middle,,
62915,35,136,772, middle,,
63029,35,115,769, middle,,
63143,31,113,769, middle,,
