Timestamp (ms), rf Distance left, rf Distance right, Label
86,60,0, left
196,57,0, left
306,57,0, left
417,57,0, left
527,57,0, left
638,57,0, left
748,60,0, left
859,57,0, left
969,56,0, left
1080,56,0, left
1191,61,0, left
1303,64,0, left
1415,64,0, left
1540,61,0, left
1652,61,0, left
1764,61,0, left
1876,62,0, left
1987,62,0, left
2115,62,0, left
2241,58,0, left
2352,58,0, left
2464,57,0, left
2575,60,0, left
2687,57,0, left
2798,57,0, left
2910,60,0, left
3021,61,0, left
3133,63,0, left
3245,63,0, left
3357,63,0, left
3482,63,0, left
3607,63,0, left
3733,60,0, left
3844,60,0, left
3956,60,0, left
4068,60,0, left
4179,59,0, left
4291,62,0, left
4403,60,0, left
4517,60,0, left
4629,60,0, left
4740,57,0, left
4852,56,0, left
4963,58,0, left
5075,58,0, left
5186,58,0, left
5312,58,0, left
5437,59,0, left
5549,58,0, left
5660,57,0, left
5772,58,0, left
5970,58,0, left
6096,58,0, left
6221,58,0, left
6346,58,0, left
6472,58,0, left
6597,58,0, left
6722,58,0, left
6848,58,0, left
6975,58,0, left
7101,64,0, left
7213,63,0, left
7324,63,0, left
7436,63,0, left
7561,63,0, left
7687,63,0, left
7812,57,0, left
7924,57,0, left
8049,57,0, left
8174,57,0, left
8300,57,0, left
8425,57,0, left
8550,57,0, left
8676,57,0, left
8801,57,0, left
8926,57,0, left
9052,57,0, left
9177,57,0, left
9302,57,0, left
9427,57,120, left
9547,57,120, left
9674,57,120, left
9802,57,120, left
9929,57,120, left
10057,57,120, left
10185,57,120, left
10314,57,120, left
10442,57,120, left
10570,57,120, left
10699,57,120, left
10827,57,120, left
10956,57,120, left
11084,57,120, left
11213,57,120, left
11341,57,120, left
11470,57,120, left
11598,57,120, left
11726,57,120, left
11857,57,120, left
11986,57,120, left
12114,57,120, left
12243,57,120, left
12371,57,120, left
12500,57,120, left
12628,57,120, left
12757,57,120, left
12885,57,120, left
13013,57,120, left
13142,57,120, left
13270,57,120, left
13399,57,120, left
13527,57,120, left
13656,57,120, left
13784,57,120, left
13913,57,103, left
14030,57,103, left
14161,57,105, left
14278,57,105, left
14406,57,105, left
14535,57,105, left
14663,57,105, left
14792,57,105, left
14920,57,105, left
15049,57,105, left
15177,57,105, left
15306,57,105, left
15434,57,105, left
15562,57,105, left
15691,57,105, left
15819,57,105, left
15948,57,105, left
16076,57,105, left
16205,57,105, left
16333,57,105, left
16462,57,105, left
16592,57,105, left
16721,57,105, left
16849,57,105, left
16978,57,105, left
17106,57,105, left
17235,57,105, left
17363,57,105, left
17492,57,105, left
17620,57,105, left
17748,57,105, left
17877,57,105, left
18005,57,105, left
18134,57,105, left
18262,57,105, left
18391,57,105, left
18519,57,105, left
18648,57,105, left
18776,57,105, left
18907,57,105, left
19035,57,105, left
19164,57,105, left
19292,57,105, left
19421,57,105, left
19549,57,105, left
19678,57,105, left
19806,57,105, left
19935,57,105, left
20063,57,105, left
20191,57,105, left
20320,57,105, left
20448,57,105, left
20577,57,105, left
20705,57,105, left
20834,57,105, left
20962,57,105, left
21091,57,105, left
21221,57,105, left
21350,57,105, left
21478,57,105, left
21607,57,105, left
21735,57,105, left
21864,57,105, left
21992,57,105, left
22121,57,105, left
22249,57,105, left
22378,57,105, left
22506,57,105, left
22634,57,105, left
22763,57,105, left
22891,57,105, left
23020,57,105, left
23148,57,105, left
23277,57,105, left
23405,57,105, left
23534,57,105, left
23660,57,105, left
23789,57,105, left
23917,57,105, left
24045,57,105, left
24174,57,105, left
24302,57,105, left
24431,57,105, left
24559,57,105, left
24688,57,105, left
24816,57,105, left
24945,57,105, left
25073,57,105, left
25201,57,105, left
25330,57,105, left
25458,57,105, left
25587,57,105, left
25715,57,105, left
25844,57,105, left
25975,61,105, left
26089,61,105, left
26218,61,105, left
26346,61,105, left
26475,61,105, left
26603,61,105, left
26732,61,105, left
26860,61,105, left
26989,61,105, left
27117,61,105, left
27246,61,105, left
27374,61,105, left
27502,61,105, left
27631,61,105, left
27759,61,105, left
27888,61,105, left
28016,61,105, left
28145,61,105, left
28276,61,105, left
28404,61,105, left
28533,61,105, left
28661,61,105, left
28790,61,105, left
28918,61,105, left
29046,61,105, left
29175,61,105, left
29303,61,105, left
29432,61,105, left
29560,61,105, left
29689,61,105, left
29817,61,119, left
29935,61,119, left
30064,64,119, left
30179,55,101, left
30282,55,101, left
30410,55,101, left
30541,55,95, left
30657,55,95, left
30784,55,95, left
30912,61,112, left
31016,98,112, left
31133,98,67, right
31235,100,67, right
31352,108,67, right
31470,113,67, right
31588,116,74, right
31693,111,90, right
31798,107,90, right
31916,110,88, right
32021,105,94, right
32127,103,96, middle
32232,98,89, middle
32336,103,89, right
32453,102,89, right
32573,108,111, middle
32681,106,99, middle
32786,109,99, middle
32904,98,112, left
33010,115,112, middle
33129,109,94, right
33235,109,94, right
33352,122,89, right
33458,122,89, right
33586,120,92, right
33693,112,89, right
33798,119,89, right
33904,119,94, right
34021,119,92, right
34138,116,92, right
34255,114,90, right
34361,116,90, right
34467,115,90, right
34576,113,90, right
34693,113,93, right
34799,114,90, right
34905,121,92, right
35011,114,94, right
35117,116,89, right
35223,98,94, middle
35328,117,99, right
35434,115,99, right
35552,115,99, right
35680,119,99, right
35798,117,99, right
35916,117,99, right
36045,115,99, right
36163,116,99, right
36281,116,99, right
36409,113,99, right
36529,118,99, right
36647,118,99, right
36776,121,99, right
36894,120,99, right
37012,121,99, right
37130,118,99, right
37248,118,99, right
37366,118,99, right
37495,118,89, right
37611,118,88, right
37728,111,90, right
37833,115,90, right
37951,110,90, right
38069,116,90, right
38187,113,90, right
38304,113,90, right
38422,113,90, right
38551,109,90, right
38671,112,98, right
38777,117,98, right
38895,116,98, right
39013,113,98, right
39130,105,98, middle
39248,107,97, middle
39354,113,117, middle
39462,113,95, right
39579,112,94, right
39685,116,102, right
39792,122,96, right
39899,121,90, right
40005,121,91, right
40122,117,88, right
40227,115,92, right
40333,115,94, right
40440,116,94, right
40558,116,99, right
40666,117,98, right
40773,117,98, right
40891,118,98, right
41009,118,98, right
41127,118,95, right
41233,116,95, right
41351,115,95, right
41457,116,108, middle
41566,116,102, right
41673,116,96, right
41779,116,93, right
41886,116,93, right
42003,116,93, right
42121,116,94, right
42228,118,94, right
42346,116,94, right
42464,117,94, right
42584,117,94, right
42690,117,93, right
42796,120,93, right
42915,120,93, right
43043,120,95, right
43160,120,91, right
43276,120,95, right
43393,119,92, right
43499,119,92, right
43628,116,92, right
43746,115,110, middle
43854,115,110, middle
43983,115,110, middle
44102,115,110, middle
44221,116,110, middle
44340,115,102, right
44448,115,92, right
44567,117,94, right
44673,117,92, right
44779,118,91, right
44885,118,94, right
44992,117,94, right
45098,118,92, right
45204,118,94, right
45310,114,93, right
45416,118,90, right
45522,120,91, right
45629,118,92, right
45735,117,93, right
45841,120,92, right
45947,117,92, right
46053,120,94, right
46160,118,92, right
46266,117,100, right
46373,117,94, right
46482,117,97, right
46588,117,97, right
46706,120,97, right
46825,116,95, right
46931,117,98, right
47037,116,98, right
47144,116,93, right
47261,116,93, right
47377,116,94, right
47483,117,94, right
47601,117,95, right
47708,117,96, right
47814,121,96, right
47932,115,96, right
48050,116,96, right
48168,119,96, right
48286,119,99, right
48403,119,97, right
48522,119,97, right
48641,116,100, right
48748,116,96, right
48865,116,99, right
48972,116,101, right
49079,117,96, right
49186,116,96, right
49304,116,96, right
49422,120,91, right
49528,116,91, right
49634,116,91, right
49762,117,91, right
49880,117,99, right
49997,117,102, right
50115,117,102, right
50245,117,102, right
50364,117,97, right
50473,117,98, right
50590,117,97, right
50707,117,98, right
50823,117,101, right
50942,117,98, right
51058,117,98, right
51187,117,98, right
51315,117,98, right
51444,117,98, right
51572,117,101, right
51690,117,103, right
51809,117,103, right
51938,117,103, right
52068,117,92, right
52184,117,89, right
52301,117,95, right
52417,117,92, right
52534,117,90, right
52653,117,92, right
52769,117,100, right
52887,117,100, right
53017,117,98, right
53134,117,98, right
53262,117,98, right
53391,117,98, right
53519,115,98, right
53637,115,95, right
53743,117,95, right
53850,117,95, right
53978,117,95, right
54106,117,95, right
54235,117,95, right
54363,117,95, right
54492,115,95, right
54610,115,95, right
54741,115,95, right
54869,115,95, right
54998,115,95, right
55116,115,99, right
55232,115,99, right
55361,116,98, right
55467,116,96, right
55584,116,96, right
55713,116,96, right
55829,116,96, right
55958,116,92, right
56074,116,97, right
56191,116,100, right
56309,116,98, right
56426,115,100, right
56534,115,97, right
56640,115,94, right
56757,115,98, right
56876,115,94, right
56993,115,98, right
57099,115,95, right
57205,115,96, right
57312,115,98, right
57428,115,98, right
57535,115,98, right
57641,115,98, right
57770,115,99, right
57887,115,100, right
58005,115,99, right
58122,115,99, right
58250,115,99, right
58357,115,99, right
58485,115,99, right
58613,115,99, right
58742,115,99, right
58851,115,99, right
58979,115,99, right
59108,115,91, right
59224,115,93, right
59341,113,93, right
59459,108,68, right
59563,108,68, right
59691,98,68, right
59807,98,94, middle
59923,98,55, right
60036,98,88, middle
60152,98,88, middle
60279,98,88, middle
60406,112,88, right
60524,112,55, right
60639,112,55, right
60767,112,60, right
60882,112,60, right
61013,112,49, right
61127,118,48, right
61231,118,48, right
61359,118,48, right
61487,117,62, right
61592,116,62, right
61710,116,52, right
61824,116,52, right
61952,116,53, right
62067,116,55, right
62181,117,55, right
62299,117,55, right
62414,117,54, right
62528,117,54, right
62657,120,54, right
62775,117,54, right
62893,113,54, right
63011,116,54, right
63131,115,54, right
63249,115,54, right
63367,115,54, right
63485,113,54, right
63603,115,54, right
63720,115,54, right
63849,115,54, right
63967,115,54, right
64095,117,54, right
64213,117,54, right
64342,119,54, right
64460,119,54, right
64588,119,54, right
64717,119,54, right
64845,117,54, right
64963,117,54, right
65092,117,54, right
65222,118,54, right
65341,118,54, right
65469,118,54, right
65597,115,54, right
65715,117,54, right
65833,121,54, right
65952,115,54, right
66070,119,54, right
66188,119,54, right
66306,119,54, right
66434,119,54, right
66563,119,54, right
66691,119,54, right
66820,119,54, right
66948,119,54, right
67077,119,54, right
67205,119,54, right
67333,117,54, right
67454,117,54, right
67582,117,54, right
67711,117,54, right
67839,117,54, right
67968,117,54, right
68096,117,54, right
68225,117,54, right
68353,117,54, right
68481,117,54, right
68610,117,54, right
68738,117,54, right
68867,117,54, right
68995,117,54, right
69124,117,54, right
69252,117,54, right
69381,117,54, right
69509,117,54, right
69637,117,54, right
69768,117,54, right
69897,117,54, right
70025,117,54, right
70154,117,54, right
70282,117,54, right
70411,117,54, right
70539,117,54, right
70668,117,54, right
70796,117,54, right
70925,117,54, right
71053,117,54, right
71182,117,54, right
71310,117,54, right
71439,117,54, right
71568,117,54, right
71696,117,54, right
71825,117,54, right
71956,117,54, right
72084,117,54, right
72213,117,54, right
72341,117,54, right
72469,117,54, right
72598,117,54, right
72726,117,54, right
72855,117,54, right
72983,117,54, right
73112,117,54, right
73240,117,54, right
73369,117,54, right
73497,117,54, right
73626,117,54, right
73754,117,54, right
73882,117,54, right
74011,117,54, right
74139,117,54, right
74270,117,54, right
74399,117,54, right
74527,117,54, right
74656,117,54, right
74784,117,54, right
74913,117,54, right
75041,117,54, right
75169,117,54, right
75298,117,54, right
75426,117,54, right
75555,117,54, right
75683,117,54, right
75812,117,54, right
75940,117,54, right
76069,117,54, right
76197,117,54, right
76325,117,54, right
76454,117,54, right
76585,117,54, right
76713,117,54, right
76842,117,54, right
76970,117,54, right
77099,117,54, right
77227,117,54, right
77355,117,54, right
77484,117,54, right
77612,117,54, right
77741,117,54, right
77869,117,54, right
77998,117,54, right
78126,117,54, right
78255,117,54, right
78383,117,54, right
78511,117,54, right
78640,117,54, right
78771,117,54, right
78899,117,54, right
79028,117,54, right
79156,117,54, right
79285,117,54, right
79413,117,54, right
79542,117,54, right
79670,117,54, right
79798,117,54, right
79927,117,54, right
80055,117,54, right
80184,117,54, right
80312,117,54, right
80441,117,54, right
80569,117,54, right
80698,117,54, right
80826,117,54, right
80954,117,54, right
81085,117,54, right
81214,117,54, right
81342,117,54, right
81471,117,54, right
81599,117,54, right
81728,117,54, right
81856,117,54, right
81984,117,54, right
82113,117,54, right
82241,117,54, right
82370,117,54, right
82498,117,54, right
82627,117,54, right
82755,117,54, right
82884,117,54, right
83012,117,54, right
83140,117,54, right
83269,117,54, right
83400,117,54, right
83528,117,54, right
83657,117,54, right
83785,117,54, right
83914,117,54, right
84042,117,54, right
84171,117,54, right
84299,117,54, right
84427,117,54, right
84556,117,54, right
84684,117,54, right
84813,117,54, right
84941,117,54, right
85070,117,54, right
85198,117,54, right
85327,117,54, right
85455,117,54, right
85586,117,54, right
85714,117,54, right
85843,117,54, right
85971,117,54, right
86100,117,54, right
86228,117,54, right
86357,117,54, right
86485,117,54, right
86614,117,54, right
86742,117,54, right
86870,117,54, right
86999,117,54, right
87127,117,54, right
87256,117,54, right
87384,117,54, right
87513,117,54, right
87641,117,54, right
87770,117,54, right
87900,117,54, right
88029,117,54, right
88157,117,54, right
88286,117,54, right
88414,117,54, right
88543,117,54, right
88671,117,54, right
88800,117,54, right
88928,117,54, right
89056,117,54, right
89185,117,54, right
89313,117,54, right
89442,117,54, right
89570,117,54, right
89699,117,54, right
89827,117,54, right
89956,117,54, right
