Timestamp (ms), Piezo Value Left, Piezo Value Right, Flex Value Middle, rf Distance left, rf Distance right, Label
2022006,30,42,762,120,58, right
2022218,33,45,762,120,58, right
2022430,31,44,762,120,58, right
2022642,31,43,761,110,58, right
2022843,30,43,761,110,58, right
2023055,33,46,762,110,58, right
2023270,32,45,762,110,58, right
2023482,30,42,762,110,58, right
2023683,30,42,762,111,58, right
2023884,30,43,761,108,58, right
2024085,31,43,762,110,58, right
2024286,31,44,762,110,58, right
2024498,31,42,761,110,58, right
2024710,33,46,762,110,58, right
2024922,29,42,762,110,58, right
2025134,32,44,762,110,58, right
2025346,32,45,762,120,58, right
2025548,32,45,762,120,58, right
2025763,31,43,762,120,58, right
2025975,32,43,762,120,58, right
2026187,33,45,762,120,58, right
2026389,33,45,762,120,58, right
2026601,31,43,762,120,58, right
2026813,31,43,762,120,58, right
2027025,33,46,762,120,58, right
2027237,30,42,762,120,58, right
2027449,33,45,762,110,58, right
2027650,32,44,762,110,58, right
2027851,31,43,762,110,58, right
2028065,33,45,762,110,58, right
2028277,30,43,762,110,58, right
2028489,31,43,761,109,58, right
2028690,31,43,762,109,58, right
2028902,33,45,762,109,58, right
2029114,29,42,761,109,58, right
2029326,32,44,762,109,58, right
2029538,31,44,762,109,58, right
2029750,30,42,761,109,58, right
2029962,33,45,762,109,58, right
2030174,30,43,762,109,58, right
2030386,32,43,762,109,58, right
2030601,33,45,762,109,58, right
2030813,31,43,762,109,58, right
2031025,32,44,761,109,58, right
2031237,32,45,761,109,58, right
2031449,30,42,761,109,58, right
2031661,33,45,762,109,58, right
2031873,31,44,763,109,58, right
2032085,31,43,762,109,58, right
2032297,33,45,762,109,58, right
2032509,30,43,762,109,58, right
2032721,32,44,762,109,58, right
2032933,32,45,762,109,58, right
2033148,30,43,762,109,58, right
2033360,32,44,762,109,58, right
2033572,33,45,762,109,58, right
2033784,31,42,761,109,58, right
2033996,33,45,762,109,58, right
2034208,31,44,761,109,58, right
2034420,31,43,762,109,58, right
2034632,33,46,761,109,58, right
2034844,30,42,761,109,58, right
2035056,33,44,762,109,58, right
2035268,32,44,761,109,58, right
2035482,30,42,762,109,58, right
2035694,33,45,762,109,58, right
2035906,31,44,762,109,58, right
2036118,31,43,761,109,58, right
2036330,33,46,761,109,58, right
2036542,31,43,762,109,58, right
2036743,30,44,762,109,58, right
2036955,32,43,760,109,58, right
2037167,33,45,760,122,58, right
2037369,33,46,762,122,58, right
2037581,30,43,762,122,58, right
2037793,32,44,762,122,58, right
2038008,33,45,762,122,58, right
2038220,30,43,761,122,58, right
2038432,32,44,761,122,58, right
2038644,33,45,762,122,58, right
2038856,30,42,762,122,58, right
2039068,33,45,761,122,58, right
2039280,31,44,762,122,58, right
2039492,31,43,761,122,58, right
2039704,33,46,761,122,58, right
2039916,31,43,761,122,58, right
2040128,33,45,762,122,58, right
2040340,32,45,762,122,58, right
2040554,31,42,762,122,58, right
2040766,33,46,762,122,58, right
2040978,32,44,763,122,58, right
2041190,31,43,762,122,58, right
2041402,34,46,762,122,58, right
2041614,31,42,761,122,58, right
2041826,33,45,762,122,58, right
2042038,32,44,762,122,58, right
2042250,31,42,762,122,58, right
2042462,34,45,762,122,58, right
2042674,31,43,762,122,58, right
2042888,32,42,761,122,58, right
2043100,33,45,762,122,58, right
2043312,31,42,762,122,58, right
2043524,33,44,762,122,58, right
2043736,33,45,762,122,58, right
2043948,32,42,762,122,58, right
2044160,35,46,761,122,58, right
2044372,31,43,761,122,58, right
2044584,33,44,762,122,58, right
2044796,33,45,762,122,58, right
2045008,31,42,762,122,58, right
2045220,34,46,761,121,58, right
2045424,33,43,762,121,58, right
2045636,33,45,762,121,58, right
2045848,31,42,761,121,58, right
2046060,34,45,761,121,58, right
2046272,31,44,762,121,58, right
2046484,33,44,762,121,58, right
2046696,33,45,762,121,58, right
2046908,31,42,763,121,58, right
2047120,34,45,762,121,58, right
2047332,32,44,762,121,58, right
2047544,31,43,762,121,58, right
2047756,34,46,762,121,58, right
2047970,31,43,761,121,58, right
2048182,33,44,761,121,58, right
2048394,33,45,762,121,58, right
2048606,31,42,762,121,58, right
2048818,33,45,762,121,58, right
2049030,31,44,762,121,58, right
2049242,32,43,761,119,58, right
2049444,31,42,761,119,58, right
2049656,34,45,761,119,58, right
2049868,31,43,762,121,58, right
2050070,31,44,761,121,58, right
2050285,30,42,761,121,58, right
2050497,33,45,761,121,58, right
2050709,31,44,762,121,58, right
2050921,31,43,761,121,58, right
2051133,33,45,761,121,58, right
2051345,30,42,762,121,58, right
2051557,33,45,762,121,58, right
2051769,31,44,762,123,58, right
2051971,33,45,762,109,58, right
2052172,33,46,762,120,58, right
2052374,34,56,763,121,58, right
2052576,34,56,763,117,58, right
2052780,35,61,764,108,58, right
2052981,46,66,766,108,58, middle
2053194,57,80,770,123,58, middle
2053397,46,0,755,108,58, right
2053597,61,0,755,108,58, right
2053808,48,0,757,110,58, right
2054008,85,0,757,116,58, right
2054208,64,11,758,116,58, left
2054419,60,12,758,116,58, left
2054630,57,14,758,47,58, left
2054825,42,13,758,48,58, middle
2055023,39,13,757,48,58, middle
2055223,38,13,757,47,58, left
2055419,35,12,757,47,58, left
2055614,41,14,757,51,58, middle
2055812,41,15,758,51,58, middle
2056024,35,14,756,51,58, middle
2056236,37,14,757,51,58, middle
2056448,39,16,758,51,58, middle
2056660,34,13,757,51,58, middle
2056872,37,14,757,51,58, middle
2057084,35,15,758,51,58, middle
2057296,35,14,757,51,58, middle
2057511,38,16,757,48,58, middle
2057709,35,17,758,48,58, middle
2057921,37,15,757,48,58, middle
2058133,35,16,757,48,58, middle
2058345,39,17,758,48,58, middle
2058557,33,10,757,119,58, left
2058758,14,3,758,95,58, left
2058955,16,0,758,95,58, right
2059165,6,43,764,95,58, right
2059375,7,68,767,95,66, middle
2059573,16,71,766,95,66, middle
2059785,20,63,767,95,66, middle
2060000,20,66,765,113,66, middle
2060202,23,56,765,113,66, middle
2060415,25,55,764,113,66, right
2060627,32,66,766,113,45, middle
2060826,39,54,764,113,52, right
2061024,33,41,762,113,91, right
2061224,33,68,767,120,91, middle
2061427,28,50,763,120,91, right
2061639,29,51,764,120,91, right
2061851,28,34,761,109,91, right
2062052,29,47,762,107,91, right
2062253,30,62,765,107,91, middle
2062469,29,60,764,109,91, right
2062670,33,59,764,109,91, right
2062882,35,53,763,109,91, right
2063094,36,86,769,108,91, middle
2063296,35,51,764,108,91, right
2063508,39,62,764,108,91, right
2063720,38,45,762,108,91, right
2063932,43,60,764,111,91, right
2064133,37,46,762,119,91, right
2064335,36,56,763,119,91, right
2064547,38,51,763,119,91, right
2064762,43,54,764,119,91, right
2064974,41,43,762,115,91, right
2065176,43,48,763,123,91, right
2065378,40,50,762,123,91, right
2065590,37,54,763,123,91, right
2065802,39,55,763,116,91, right
2066004,41,54,764,116,91, right
2066216,38,45,763,116,91, right
2066417,40,48,763,107,91, right
2066618,40,48,763,117,91, right
2066820,42,48,763,109,91, right
2067021,43,48,762,122,91, right
2067225,43,47,762,122,91, right
2067437,41,46,761,123,91, right
2067639,42,46,763,124,91, right
2067841,43,48,762,124,91, right
2068053,40,45,762,108,91, right
2068254,40,46,762,110,91, right
2068455,41,46,762,110,91, right
2068667,41,44,763,120,91, right
2068869,40,45,762,120,91, right
2069071,40,45,763,119,91, right
2069273,40,46,762,117,91, right
2069475,41,46,763,117,91, right
2069690,39,44,762,120,91, right
2069892,39,45,762,120,91, right
2070094,41,45,762,121,91, right
2070296,42,47,761,120,91, right
2070498,43,47,762,120,91, right
2070710,40,44,762,120,91, right
2070922,43,46,762,123,91, right
2071124,42,46,762,109,91, right
2071325,42,43,762,109,91, right
2071537,43,46,761,109,91, right
2071749,40,41,762,107,91, right
2071952,42,42,762,107,91, right
2072153,43,45,762,110,91, right
2072354,44,46,762,110,91, right
2072566,42,41,762,110,91, left
2072777,45,48,762,123,91, right
2072979,45,46,762,121,91, right
2073181,45,44,762,121,91, left
2073382,44,44,761,121,91, right
2073584,43,43,762,121,91, right
2073786,43,43,762,121,91, right
2073988,43,43,761,124,91, right
2074190,44,44,763,121,91, right
2074394,46,46,762,121,91, right
2074596,49,52,763,122,91, right
2074798,48,52,763,122,91, right
2075010,48,58,764,122,91, right
2075222,47,55,763,122,91, right
2075434,50,55,764,122,91, right
2075646,47,53,764,122,91, right
2075858,50,56,764,121,91, right
2076060,49,58,764,121,91, right
2076272,50,57,764,121,91, right
2076484,45,41,761,123,91, left
2076685,47,46,762,123,91, left
2076899,47,36,761,123,91, left
2077110,48,39,761,123,59, left
2077307,47,41,762,108,59, left
2077507,48,41,761,108,59, left
2077718,49,41,762,108,59, left
2077929,48,44,761,108,59, left
2078140,48,41,761,108,59, left
2078351,51,45,763,108,59, left
2078562,49,42,762,108,59, left
2078773,53,45,762,108,59, left
2078984,51,44,761,108,59, left
2079198,53,43,762,108,59, left
2079409,55,45,762,108,59, left
2079620,53,43,761,108,59, left
2079831,56,44,761,108,59, left
2080042,55,41,761,112,59, left
2080242,56,44,762,112,59, left
2080453,59,45,761,112,59, left
2080664,58,45,763,112,59, left
2080875,59,45,762,112,59, left
2081086,58,46,762,112,59, left
2081297,57,44,762,112,59, left
2081508,59,47,762,112,59, left
2081722,57,44,762,112,59, left
2081933,58,46,762,112,59, left
2082144,56,46,762,108,59, left
2082344,56,46,762,108,59, left
2082544,55,46,762,111,59, left
2082744,54,46,763,110,59, left
2082944,53,47,762,111,59, left
2083144,52,46,762,111,59, left
2083355,50,44,762,111,59, left
2083566,49,47,763,111,59, left
2083777,47,44,762,111,59, left
2083988,48,47,762,111,59, left
2084201,44,46,762,111,59, right
2084413,44,45,762,111,59, right
2084625,44,47,762,111,59, right
2084837,41,44,762,111,59, right
2085049,43,47,762,111,59, right
2085261,41,45,762,111,59, right
2085473,40,44,762,111,59, right
2085685,42,48,763,111,59, right
2085897,39,44,761,111,59, right
2086109,43,46,762,109,59, right
2086310,43,46,761,109,59, right
2086522,41,47,761,109,59, right
2086737,39,44,763,109,59, right
2086949,42,46,761,109,59, right
2087161,40,46,762,109,59, right
2087373,39,44,762,109,59, right
2087585,42,47,762,109,59, right
2087797,40,44,763,109,59, right
2088009,43,46,762,109,59, right
2088221,42,46,761,109,59, right
2088433,40,44,762,109,59, right
2088645,43,47,762,109,59, right
2088857,40,44,762,108,59, right
2089058,40,45,761,108,59, right
2089272,40,44,762,107,59, right
2089473,38,44,762,108,59, right
2089674,37,44,762,108,59, right
2089886,40,46,762,111,59, right
2090087,41,46,762,109,59, right
2090288,40,46,761,109,59, right
2090500,40,47,762,110,59, right
2090701,40,47,763,111,59, right
2090902,40,47,762,111,59, right
2091114,37,44,762,109,59, right
2091315,37,44,762,109,59, right
2091519,39,47,763,109,59, right
2091731,37,44,762,109,59, right
2091943,40,46,762,109,59, right
2092144,41,46,763,109,59, right
2092356,38,45,762,109,59, right
2092568,38,44,761,109,59, right
2092780,41,47,763,109,59, right
2092992,38,44,762,109,59, right
2093204,41,46,761,109,59, right
2093416,38,46,762,109,59, right
2093628,39,44,761,109,59, right
2093829,38,44,761,109,59, right
2094044,40,46,762,107,59, right
2094245,40,46,761,109,59, right
2094446,39,45,762,109,59, right
2094658,40,47,762,109,59, right
2094859,40,47,762,109,59, right
2095071,37,43,762,109,59, right
2095283,40,46,761,109,59, right
2095495,38,46,762,109,59, right
2095707,38,44,761,109,59, right
2095919,40,47,762,109,59, right
2096131,38,43,761,109,59, right
2096346,40,44,762,109,59, right
2096558,42,46,762,109,59, right
2096770,39,44,762,109,59, right
2096982,41,46,762,109,59, right
2097194,39,45,762,109,59, right
2097406,39,44,762,109,59, right
2097618,40,47,762,109,59, right
2097830,37,44,762,109,59, right
2098042,41,46,762,109,59, right
2098254,40,46,762,109,59, right
2098466,41,44,762,108,59, right
2098667,39,44,761,108,59, right
2098871,39,44,763,108,59, right
2099083,41,45,761,110,59, right
2099284,41,45,762,110,59, right
2099496,41,47,763,110,59, right
2099708,38,44,762,110,59, right
2099920,42,46,761,110,59, right
2100132,39,45,762,110,59, right
2100344,40,44,762,110,59, right
2100556,41,46,763,110,59, right
2100768,38,44,761,110,59, right
2100980,42,46,762,110,59, right
2101192,39,45,762,110,59, right
2101406,39,44,762,110,59, right
2101618,41,47,761,110,59, right
2101830,38,44,761,108,59, right
2102031,39,45,762,108,59, right
2102243,40,45,762,108,59, right
2102455,40,47,762,107,59, right
2102656,41,46,762,107,59, right
2102868,39,44,762,108,59, right
2103069,38,44,762,108,59, right
2103281,41,46,762,108,59, right
2103493,40,46,762,109,59, right
2103697,41,46,762,109,59, right
2103909,39,44,762,109,59, right
2104121,41,46,761,109,59, right
2104333,40,45,762,109,59, right
2104545,38,44,761,109,59, right
2104757,41,47,762,109,59, right
2104969,38,44,763,109,59, right
2105181,41,46,761,109,59, right
2105393,38,46,762,109,59, right
2105605,35,44,761,109,59, right
2105806,35,44,763,109,59, right
2106018,39,47,762,111,59, right
2106222,38,45,762,108,59, right
2106423,38,44,762,108,59, right
2106635,38,47,761,108,59, right
2106847,35,44,761,108,59, right
2107059,37,46,762,108,59, right
2107271,36,45,762,108,59, right
2107483,36,44,762,108,59, right
2107695,37,46,762,108,59, right
2107907,36,43,762,108,59, right
2108119,38,46,762,108,59, right
2108331,36,45,762,108,59, right
2108543,37,44,762,108,59, right
2108757,38,47,762,108,59, right
2108969,37,44,762,108,59, right
2109181,37,45,761,109,59, right
2109382,36,45,762,108,59, right
2109583,36,44,762,111,59, right
2109784,35,44,761,111,59, right
2109996,37,47,762,109,59, right
2110197,38,47,762,108,59, right
2110398,38,46,762,108,59, right
2110610,35,44,762,108,59, right
2110822,36,44,762,108,59, right
2111036,39,47,762,108,59, right
2111248,35,43,762,108,59, right
2111460,38,45,762,108,59, right
2111672,37,45,762,108,59, right
2111884,35,43,762,108,59, right
2112096,39,46,762,108,59, right
2112308,34,44,762,108,59, right
2112520,37,45,761,108,59, right
2112732,36,44,761,108,59, right
2112944,36,43,762,108,59, right
2113156,38,46,762,108,59, right
2113357,37,44,762,108,59, right
2113561,37,47,762,108,59, right
2113773,37,47,762,108,59, right
2113985,35,43,762,117,59, right
2114187,35,44,761,117,59, right
2114399,38,45,762,117,47, right
2114597,39,46,762,117,47, right
2114809,35,45,762,117,47, right
2115021,37,45,762,117,47, right
2115219,38,45,762,117,47, right
2115417,38,47,761,117,48, right
2115615,36,47,762,117,47, right
2115813,36,46,762,117,47, right
2116028,33,44,761,117,47, right
2116240,36,45,761,117,47, right
2116452,36,46,762,109,47, right
2116653,36,46,763,109,47, right
2116865,34,44,762,109,47, right
2117077,38,47,762,117,47, right
2117279,38,46,761,117,47, right
2117491,36,45,763,117,47, right
2117703,35,44,762,117,47, right
2117915,37,46,763,117,47, right
2118127,34,43,761,117,47, right
2118341,37,45,762,117,47, right
2118553,37,46,762,117,47, right
2118765,35,44,761,117,47, right
2118977,39,46,762,117,47, right
2119189,36,44,762,117,47, right
2119401,38,45,761,117,47, right
2119613,38,46,761,117,47, right
2119825,36,44,762,117,47, right
2120037,38,47,762,117,47, right
2120249,35,44,762,117,47, right
2120461,37,45,762,117,47, right
2120673,37,46,762,117,47, right
2120887,34,43,762,117,47, right
2121099,37,46,762,117,47, right
2121311,36,45,762,117,47, right
2121523,36,44,763,117,47, right
2121735,37,46,762,117,47, right
2121947,34,44,761,117,47, right
2122159,37,46,762,117,47, right
2122371,35,45,762,117,47, right
2122583,35,44,761,116,47, right
2122785,35,43,762,116,47, right
2122997,37,47,762,116,47, right
2123211,34,45,763,116,47, right
2123423,35,45,762,116,47, right
2123625,34,44,762,116,47, right
2123837,37,46,762,116,47, right
2124049,33,44,762,116,47, right
2124261,37,46,762,116,47, right
2124473,36,46,762,117,47, right
2124675,36,47,763,117,47, right
2124887,33,44,761,117,47, right
2125099,37,47,762,117,47, right
2125311,34,45,762,117,47, right
2125523,37,44,762,117,47, right
2125737,37,47,761,117,47, right
2125949,35,44,762,117,47, right
2126161,37,45,761,117,47, right
2126373,36,46,761,117,47, right
2126585,34,43,762,117,47, right
2126797,37,46,761,117,47, right
2127009,34,44,761,117,47, right
2127221,35,45,762,117,47, right
2127433,35,46,762,118,47, right
2127635,36,46,761,118,47, right
2127847,33,44,762,118,47, right
2128059,37,46,761,118,47, right
2128273,35,46,762,118,47, right
2128485,33,44,762,118,47, right
2128697,37,47,762,118,47, right
2128909,33,44,762,118,47, right
2129121,36,45,762,118,47, right
2129333,36,46,762,118,47, right
2129545,34,43,762,118,47, right
2129757,37,46,762,118,47, right
2129969,33,45,762,118,47, right
2130181,36,45,762,118,47, right
2130393,36,46,761,118,47, right
2130608,34,44,762,118,47, right
2130820,37,45,762,118,47, right
2131032,35,46,762,118,47, right
2131244,34,44,762,118,47, right
2131456,37,47,762,118,47, right
2131668,34,43,761,118,47, right
2131880,37,46,762,118,47, right
2132092,35,46,762,118,47, right
2132304,35,44,761,118,47, right
2132516,38,47,762,118,47, right
2132728,34,44,761,118,47, right
2132940,37,46,761,118,47, right
2133155,37,47,762,118,47, right
2133367,34,43,762,118,47, right
2133579,37,47,762,118,47, right
2133791,35,46,762,118,47, right
2134003,34,44,762,118,47, right
2134215,37,47,762,118,47, right
2134427,34,43,762,118,47, right
2134639,37,46,762,118,47, right
2134851,35,41,762,118,47, right
2135063,36,46,761,118,47, right
2135275,37,39,760,118,47, right
2135487,36,44,761,118,47, right
2135702,36,44,761,116,47, right
2135903,34,41,762,116,47, right
2136115,38,48,762,116,47, right
2136327,35,44,761,116,47, right
2136539,37,45,763,116,47, right
2136751,34,46,762,116,47, right
2136963,34,44,762,116,47, right
2137175,36,47,762,116,47, right
2137387,33,44,762,116,47, right
2137599,36,46,761,116,47, right
2137811,36,46,762,116,47, right
2138026,34,44,762,116,47, right
2138256,37,46,761,116,47, right
2138468,34,44,762,116,47, right
2138680,36,45,762,116,47, right
2138882,35,44,761,116,47, right
2139094,37,47,761,116,47, right
2139306,33,43,763,115,47, right
2139507,34,44,762,116,47, right
2139708,34,44,762,116,47, right
2139920,36,45,762,116,47, right
2140132,36,46,762,116,47, right
2140344,34,43,762,116,47, right
2140558,37,46,762,119,47, right
2140760,36,45,762,119,47, right
2140972,37,46,762,119,47, right
2141184,34,44,762,119,47, right
2141396,37,47,762,119,47, right
2141608,34,44,762,119,47, right
2141820,36,45,762,119,47, right
2142032,36,46,762,119,47, right
2142244,34,43,761,115,47, right
2142445,34,44,761,116,47, right
2142646,33,44,762,116,47, right
2142858,36,45,761,115,47, right
2143069,35,45,762,116,47, right
2143271,36,46,762,116,47, right
2143483,33,43,761,116,47, right
2143695,37,47,762,117,47, right
2143897,38,46,762,117,47, right
2144099,36,44,762,117,47, right
2144311,36,46,762,117,47, right
2144523,35,45,762,118,47, right
2144725,35,45,762,115,47, right
2144926,35,46,762,115,47, right
2145128,35,46,761,115,47, right
2145343,35,45,762,115,47, right
2145555,37,48,762,115,47, right
2145767,34,46,761,115,47, right
2145979,36,45,760,115,47, right
2146191,37,47,762,115,47, right
2146392,36,47,762,115,47, right
2146593,37,47,762,115,47, right
2146805,34,44,762,115,47, right
2147017,37,46,761,115,47, right
2147229,36,46,762,115,47, right
2147441,35,44,762,115,47, right
2147653,38,47,762,115,47, right
2147868,36,45,762,115,47, right
2148080,36,44,761,118,47, right
2148282,35,44,761,118,47, right
2148494,38,46,762,118,47, right
2148706,36,45,762,118,47, right
2148918,37,45,762,118,47, right
2149130,38,46,762,118,47, right
2149342,35,44,761,118,47, right
2149554,38,47,762,118,47, right
2149766,36,45,762,118,47, right
2149978,37,45,761,118,47, right
2150193,38,47,762,118,47, right
2150405,34,44,762,118,47, right
2150617,36,45,762,118,47, right
2150829,36,47,762,118,47, right
2151041,34,44,762,118,47, right
2151253,38,46,762,118,47, right
2151465,35,44,762,118,47, right
2151677,37,45,763,118,47, right
2151889,37,46,761,118,47, right
2152101,35,43,762,118,47, right
2152313,38,46,761,115,47, right
2152514,38,46,762,115,47, right
2152729,37,46,762,115,47, right
2152941,34,43,762,115,47, right
2153153,38,46,762,115,47, right
2153365,35,45,762,115,47, right
2153566,36,46,761,115,47, right
2153778,36,44,762,116,47, right
2153979,35,44,761,116,47, right
2154191,38,47,762,116,47, right
2154403,35,45,762,116,47, right
2154615,37,45,762,116,47, right
2154827,38,47,762,116,47, right
2155039,35,43,761,116,47, right
2155253,38,46,762,116,47, right
2155465,36,46,762,115,47, right
2155666,37,46,762,115,47, right
2155878,35,43,762,115,47, right
2156090,38,46,763,115,47, right
2156302,35,44,762,115,47, right
2156514,36,45,762,115,47, right
2156726,37,46,762,115,47, right
2156938,35,44,762,115,47, right
2157150,38,47,762,115,47, right
2157362,35,45,762,115,47, right
2157577,35,44,762,115,47, right
2157789,38,47,762,115,47, right
2158001,35,45,762,115,47, right
2158213,37,45,761,115,47, right
2158425,38,46,761,115,47, right
2158637,35,43,762,115,47, right
2158849,38,46,762,115,47, right
2159061,35,44,763,115,47, right
2159273,36,44,762,115,47, right
2159485,38,46,763,115,47, right
2159697,35,43,762,115,47, right
2159909,38,46,762,115,47, right
2160123,37,46,762,115,47, right
2160335,35,44,761,115,47, right
2160547,37,46,762,115,47, right
2160759,34,44,762,115,47, right
2160971,36,45,762,115,47, right
2161183,36,46,762,115,47, right
2161395,33,44,762,115,47, right
2161607,37,47,762,115,47, right
2161819,34,45,762,115,47, right
2162031,36,45,762,115,47, right
2162243,36,46,762,115,47, right
2162455,34,44,762,115,47, right
2162669,37,46,760,115,47, right
2162881,36,46,761,118,47, right
2163083,36,46,762,118,47, right
2163295,34,43,761,118,47, right
2163507,37,46,762,118,47, right
2163719,34,44,762,118,47, right
2163931,35,44,762,118,47, right
2164143,36,46,762,118,47, right
2164355,34,43,762,118,47, right
2164567,37,46,762,118,47, right
2164779,35,45,762,118,47, right
2164993,34,43,762,118,47, right
2165205,37,46,761,118,47, right
2165417,35,44,762,118,47, right
2165629,37,45,762,118,47, right
2165841,36,46,762,118,47, right
2166053,35,43,762,118,47, right
2166265,37,46,762,118,47, right
2166477,34,44,761,118,47, right
2166689,36,45,762,118,47, right
2166901,36,46,762,118,47, right
2167113,35,44,762,118,47, right
2167325,36,46,761,118,47, right
2167539,35,45,762,118,47, right
2167751,34,44,762,118,47, right
2167963,36,47,762,118,47, right
2168175,33,44,762,118,47, right
2168387,36,46,762,118,47, right
2168599,35,45,761,118,47, right
2168811,35,44,761,118,47, right
2169023,36,46,762,118,47, right
2169235,34,43,762,118,47, right
2169447,36,45,761,118,47, right
2169659,35,46,761,118,47, right
2169871,34,44,761,118,47, right
2170085,36,46,761,118,47, right
2170297,34,44,762,118,47, right
2170509,35,44,761,117,47, right
2170710,35,44,761,117,47, right
2170922,36,47,763,117,47, right
2171134,33,44,762,117,47, right
2171346,36,46,762,117,47, right
2171558,36,45,762,117,47, right
2171770,35,44,761,117,47, right
2171982,37,47,762,117,47, right
2172194,34,44,762,117,47, right
2172409,35,44,762,117,47, right
2172611,36,44,762,117,47, right
2172823,39,46,762,117,47, right
2173035,35,44,762,117,47, right
2173247,36,45,761,117,47, right
2173459,36,46,762,117,47, right
2173671,35,43,761,117,47, right
2173883,37,46,761,117,47, right
2174095,35,44,762,117,47, right
2174307,36,45,762,117,47, right
2174519,36,46,761,117,47, right
2174731,34,43,761,117,47, right
2174946,36,45,761,117,47, right
2175148,35,44,762,117,47, right
2175350,35,44,762,117,47, right
2175562,37,47,762,117,47, right
2175774,34,44,762,117,47, right
2175986,36,45,761,117,47, right
2176198,36,46,762,117,47, right
2176410,36,44,762,117,47, right
2176622,38,47,762,117,47, right
2176834,35,44,762,117,47, right
2177046,35,45,762,116,47, right
2177250,34,43,761,115,47, right
2177451,34,43,762,115,47, right
2177663,38,46,763,115,47, right
2177875,35,44,762,115,47, right
2178087,36,44,762,115,47, right
2178299,37,46,761,116,47, right
2178500,38,47,762,116,47, right
2178712,35,44,762,116,47, right
2178924,37,46,762,116,47, right
2179136,36,45,762,116,47, right
2179348,35,44,763,116,47, right
2179560,37,47,762,116,47, right
2179775,35,45,762,116,47, right
2179987,36,44,763,116,47, right
2180199,38,47,761,115,47, right
2180400,39,47,762,118,47, right
2180602,38,47,762,116,47, right
2180803,38,46,762,116,47, right
2181015,35,44,762,115,47, right
2181216,35,45,762,115,47, right
2181428,36,44,762,115,47, right
2181640,37,46,762,115,47, right
2181852,34,44,762,115,47, right
2182064,37,46,761,115,47, right
2182279,37,46,762,107,47, right
2182480,37,46,762,107,47, right
2182681,37,47,762,108,47, right
2182882,37,46,761,110,47, right
2183083,37,45,762,110,47, right
2183284,36,46,762,110,47, right
2183496,35,46,761,110,47, right
2183708,34,44,761,112,47, right
2183909,34,44,761,112,47, right
2184121,37,47,762,108,47, right
2184322,37,46,762,108,47, right
2184536,36,46,762,108,47, right
2184748,35,44,762,108,47, right
2184960,38,46,762,108,47, right
2185172,34,44,762,108,47, right
2185384,36,46,761,108,47, right
2185596,35,46,762,108,47, right
2185808,34,43,762,108,47, right
2186020,37,47,762,110,47, right
2186221,37,46,762,110,47, right
2186433,34,44,762,110,47, right
2186645,36,44,762,110,47, right
2186857,36,46,762,110,47, right
2187072,34,44,762,110,47, right
2187284,36,45,761,110,47, right
2187496,36,46,762,110,47, right
2187708,35,43,761,110,47, right
2187920,37,46,762,110,47, right
2188132,35,44,763,110,47, right
2188344,37,45,761,110,47, right
2188556,37,46,762,110,47, right
2188768,36,44,761,110,47, right
2188980,38,46,762,115,46, right
2189167,36,44,763,115,46, right
2189379,38,47,762,115,46, right
2189594,37,46,761,115,46, right
2189806,36,44,763,115,46, right
2190018,38,47,761,115,46, right
2190230,35,44,762,115,46, right
2190428,35,43,761,110,46, right
2190629,35,43,763,110,46, right
2190841,38,46,762,110,49, right
2191039,38,46,762,110,49, right
2191240,38,46,763,110,49, right
2191452,36,44,762,110,49, right
2191664,37,44,761,110,49, right
2191879,39,46,762,110,49, right
2192091,36,44,762,110,49, right
2192303,37,45,761,116,49, right
2192505,36,44,761,116,49, right
2192717,38,47,761,116,49, right
2192929,33,44,761,116,49, right
2193252,36,45,762,116,49, right
2193464,37,44,761,116,49, right
2193676,38,47,762,116,49, right
2193888,35,43,761,116,49, right
2194100,38,46,761,116,49, right
2194312,36,45,762,116,49, right
2194526,36,43,761,116,49, right
2194738,40,46,761,116,49, right
2194950,36,44,762,116,49, right
2195162,38,45,761,116,49, right
2195374,39,46,761,116,49, right
2195586,36,43,762,116,49, right
2195798,40,46,762,116,49, right
2196010,37,45,762,116,49, right
2196222,38,45,762,116,49, right
2196434,38,47,761,116,49, right
2196646,36,44,762,116,49, right
2196858,39,46,762,116,49, right
2197073,39,47,762,116,49, right
2197285,36,44,761,116,49, right
2197497,39,46,762,116,49, right
2197709,36,45,762,116,49, right
2197921,37,44,761,116,49, right
2198133,39,46,761,116,49, right
2198345,36,43,762,116,49, right
2198557,38,46,762,116,49, right
2198769,37,45,762,116,49, right
2198981,37,44,761,116,49, right
2199193,39,47,761,116,49, right
2199407,36,44,762,116,49, right
2199619,39,45,763,116,49, right
2199831,38,46,761,116,49, right
2200043,35,43,762,116,49, right
2200255,39,46,762,116,49, right
2200467,36,45,761,116,49, right
2200679,38,44,763,116,49, right
2200891,39,47,762,116,49, right
2201103,36,44,761,116,49, right
2201315,39,47,762,118,49, right
2201517,39,46,761,118,49, right
2201729,38,46,762,116,49, right
2201933,39,46,762,117,49, right
2202135,39,46,761,117,49, right
2202347,37,45,761,117,49, right
2202549,39,46,761,117,49, right
2202761,37,43,762,117,49, right
2202973,40,46,762,117,49, right
2203185,38,44,762,117,49, right
2203397,39,44,761,117,49, right
2203609,39,46,762,117,49, right
2203821,36,43,761,117,49, right
2204033,40,46,761,117,49, right
2204247,38,46,762,117,49, right
2204459,37,44,761,117,49, right
