Timestamp (ms), Piezo Value Left, Piezo Value Right, Flex Value Middle, rf Distance left, rf Distance right, Label
593310, 24, 68, 756, 104.00, 102.00, middle
593504, 24, 68, 756, 101.00, 102.00, middle
593710, 24, 67, 756, 101.00, 103.00, middle
593901, 23, 68, 757, 106.00, 102.00, middle
594092, 23, 68, 756, 103.00, 100.00, middle
594283, 24, 68, 756, 101.00, 100.00, middle
594485, 24, 68, 756, 104.00, 100.00, middle
594676, 23, 68, 756, 102.00, 99.00, middle
594866, 24, 68, 756, 102.00, 100.00, middle
595057, 23, 68, 756, 101.00, 102.00, middle
595248, 24, 67, 756, 103.00, 101.00, middle
595439, 23, 68, 756, 106.00, 101.00, middle
595641, 23, 68, 756, 102.00, 102.00, middle
595830, 24, 68, 756, 108.00, 102.00, middle
596033, 23, 68, 755, 108.00, 101.00, middle
596224, 24, 68, 756, 103.00, 100.00, middle
596415, 23, 68, 756, 100.00, 105.00, middle
596606, 24, 68, 756, 102.00, 101.00, middle
596797, 23, 68, 756, 103.00, 101.00, middle
596988, 24, 68, 756, 106.00, 102.00, middle
597179, 24, 68, 756, 101.00, 103.00, middle
597370, 24, 67, 755, 101.00, 101.00, middle
597565, 23, 68, 756, 101.00, 101.00, middle
597756, 23, 68, 757, 107.00, 101.00, middle
597950, 23, 68, 756, 101.00, 101.00, middle
598152, 24, 67, 756, 101.00, 101.00, middle
598343, 23, 68, 756, 102.00, 101.00, middle
598534, 23, 68, 756, 104.00, 101.00, middle
598736, 23, 68, 756, 104.00, 101.00, middle
598938, 24, 68, 755, 101.00, 102.00, middle
599129, 24, 68, 756, 100.00, 103.00, middle
599320, 24, 68, 756, 100.00, 103.00, middle
599511, 24, 68, 756, 102.00, 103.00, middle
599713, 24, 67, 756, 104.00, 103.00, middle
599915, 23, 67, 756, 108.00, 103.00, middle
600120, 24, 68, 756, 101.00, 103.00, middle
600322, 23, 68, 756, 105.00, 102.00, middle
600513, 24, 67, 757, 102.00, 102.00, middle
600715, 23, 68, 756, 104.00, 102.00, middle
600918, 23, 68, 757, 105.00, 102.00, middle
601124, 23, 68, 757, 108.00, 101.00, middle
601315, 23, 67, 756, 106.00, 102.00, middle
601506, 23, 68, 756, 101.00, 100.00, middle
601697, 23, 68, 756, 104.00, 100.00, middle
601899, 23, 68, 756, 101.00, 100.00, middle
602101, 23, 68, 756, 101.00, 100.00, middle
602303, 23, 68, 756, 104.00, 100.00, middle
602508, 23, 68, 756, 101.00, 100.00, middle
602710, 24, 68, 757, 102.00, 103.00, middle
602901, 23, 68, 756, 104.00, 103.00, middle
603092, 24, 67, 756, 102.00, 102.00, middle
603283, 23, 68, 756, 106.00, 102.00, middle
603474, 23, 68, 757, 104.00, 102.00, middle
603676, 23, 68, 756, 106.00, 102.00, middle
603879, 23, 68, 756, 101.00, 102.00, middle
604081, 23, 68, 756, 103.00, 101.00, middle
604272, 24, 68, 756, 105.00, 103.00, middle
604463, 24, 68, 756, 105.00, 103.00, middle
604672, 24, 67, 756, 108.00, 103.00, middle
604874, 24, 67, 755, 105.00, 102.00, middle
605065, 24, 68, 756, 106.00, 103.00, middle
605256, 23, 68, 756, 102.00, 102.00, middle
605447, 23, 68, 756, 104.00, 102.00, middle
605649, 23, 68, 756, 100.00, 102.00, middle
605851, 23, 68, 756, 107.00, 102.00, middle
606054, 24, 68, 756, 108.00, 102.00, middle
606257, 23, 68, 754, 101.00, 102.00, middle
606459, 23, 67, 756, 100.00, 102.00, middle
606661, 23, 68, 756, 103.00, 102.00, middle
606866, 23, 68, 756, 101.00, 102.00, middle
607068, 23, 68, 756, 101.00, 102.00, middle
607377, 23, 68, 756, 105.00, 102.00, middle
607579, 23, 68, 756, 103.00, 102.00, middle
607781, 23, 68, 756, 103.00, 102.00, middle
607994, 24, 68, 756, 107.00, 102.00, middle
608196, 23, 68, 756, 104.00, 102.00, middle
608398, 23, 68, 755, 99.00, 102.00, middle
608599, 23, 68, 756, 99.00, 102.00, middle
608800, 23, 68, 757, 99.00, 102.00, middle
609001, 23, 68, 756, 100.00, 102.00, middle
609203, 23, 68, 756, 104.00, 102.00, middle
609408, 23, 68, 756, 101.00, 102.00, middle
609610, 23, 68, 756, 98.00, 102.00, middle
609811, 23, 68, 756, 100.00, 102.00, middle
610013, 23, 68, 755, 104.00, 102.00, middle
610215, 23, 68, 756, 104.00, 102.00, middle
610417, 23, 68, 756, 104.00, 102.00, middle
610608, 23, 68, 756, 99.00, 102.00, middle
610809, 23, 68, 756, 99.00, 101.00, middle
610999, 23, 68, 756, 99.00, 101.00, middle
611200, 24, 68, 756, 98.00, 101.00, middle
611405, 23, 68, 756, 99.00, 101.00, middle
611609, 23, 68, 757, 99.00, 101.00, middle
611810, 24, 68, 756, 98.00, 101.00, middle
612011, 23, 68, 756, 100.00, 101.00, middle
612213, 23, 68, 756, 102.00, 101.00, middle
612415, 24, 68, 756, 108.00, 102.00, middle
612606, 23, 68, 756, 107.00, 102.00, middle
612809, 23, 68, 757, 107.00, 102.00, middle
613012, 23, 68, 756, 106.00, 102.00, middle
613203, 23, 68, 757, 104.00, 104.00, middle
613394, 23, 68, 756, 104.00, 104.00, middle
613597, 23, 68, 756, 104.00, 104.00, middle
613811, 23, 68, 757, 103.00, 104.00, middle
614016, 23, 68, 756, 107.00, 104.00, middle
614219, 23, 67, 756, 107.00, 104.00, middle
614422, 23, 68, 756, 107.00, 103.00, middle
614624, 23, 68, 755, 107.00, 105.00, middle
614816, 23, 68, 755, 107.00, 105.00, middle
615023, 23, 68, 756, 107.00, 105.00, middle
615236, 23, 68, 756, 104.00, 105.00, middle
615438, 23, 68, 756, 107.00, 103.00, middle
615629, 24, 68, 756, 100.00, 102.00, middle
615820, 23, 68, 756, 100.00, 102.00, middle
616011, 23, 68, 756, 108.00, 101.00, middle
616205, 23, 68, 757, 112.00, 101.00, right
616407, 23, 68, 756, 101.00, 101.00, middle
616598, 24, 68, 757, 101.00, 103.00, middle
616789, 23, 68, 757, 100.00, 103.00, middle
616980, 24, 68, 756, 104.00, 100.00, middle
617171, 23, 68, 756, 103.00, 102.00, middle
617362, 23, 67, 756, 100.00, 101.00, middle
617553, 23, 68, 756, 106.00, 104.00, middle
617744, 23, 67, 756, 101.00, 102.00, middle
617935, 24, 68, 756, 100.00, 104.00, middle
618126, 23, 68, 757, 104.00, 101.00, middle
618317, 23, 68, 756, 105.00, 103.00, middle
618515, 23, 68, 756, 108.00, 102.00, middle
618706, 23, 68, 756, 103.00, 101.00, middle
618897, 23, 68, 756, 102.00, 104.00, middle
619088, 23, 68, 757, 100.00, 102.00, middle
619279, 23, 68, 756, 106.00, 102.00, middle
619470, 22, 68, 756, 100.00, 103.00, middle
619661, 23, 68, 756, 101.00, 101.00, middle
619852, 23, 68, 756, 103.00, 103.00, middle
620043, 23, 67, 757, 103.00, 102.00, middle
620234, 22, 68, 756, 100.00, 102.00, middle
620425, 23, 67, 755, 104.00, 101.00, middle
620619, 23, 68, 756, 104.00, 106.00, middle
620810, 23, 68, 756, 101.00, 103.00, middle
621001, 24, 68, 756, 104.00, 101.00, middle
621192, 23, 68, 756, 104.00, 100.00, middle
621383, 24, 67, 756, 104.00, 100.00, middle
621586, 23, 67, 756, 101.00, 102.00, middle
621777, 23, 68, 756, 101.00, 100.00, middle
621968, 23, 68, 756, 103.00, 100.00, middle
622163, 24, 67, 756, 100.00, 100.00, middle
622354, 23, 68, 756, 103.00, 100.00, middle
622545, 23, 68, 756, 100.00, 101.00, middle
622738, 23, 68, 756, 100.00, 102.00, middle
622929, 23, 68, 756, 100.00, 102.00, middle
623131, 22, 68, 756, 104.00, 104.00, middle
623322, 23, 67, 756, 106.00, 104.00, middle
623513, 23, 68, 756, 99.00, 101.00, middle
623703, 24, 67, 756, 101.00, 101.00, middle
623905, 23, 67, 756, 103.00, 104.00, middle
624096, 23, 68, 756, 101.00, 100.00, middle
624287, 23, 67, 756, 101.00, 100.00, middle
624478, 24, 68, 756, 101.00, 102.00, middle
624669, 23, 67, 756, 103.00, 102.00, middle
624871, 23, 68, 756, 103.00, 103.00, middle
625065, 23, 67, 756, 102.00, 103.00, middle
625267, 24, 67, 756, 103.00, 103.00, middle
625470, 23, 68, 756, 103.00, 101.00, middle
625665, 23, 67, 756, 103.00, 101.00, middle
625878, 23, 68, 755, 101.00, 105.00, middle
626069, 23, 67, 755, 100.00, 102.00, middle
626260, 23, 68, 756, 100.00, 102.00, middle
626462, 23, 67, 756, 102.00, 102.00, middle
626653, 23, 68, 756, 98.00, 102.00, middle
626854, 23, 68, 756, 101.00, 102.00, middle
627045, 23, 68, 756, 100.00, 103.00, middle
627239, 23, 68, 756, 102.00, 102.00, middle
627430, 23, 67, 756, 99.00, 101.00, middle
627620, 23, 68, 756, 100.00, 104.00, middle
627811, 24, 68, 756, 100.00, 103.00, middle
628002, 24, 68, 756, 100.00, 102.00, middle
628193, 23, 68, 756, 102.00, 103.00, middle
628384, 23, 67, 756, 102.00, 101.00, middle
628575, 23, 68, 756, 100.00, 101.00, middle
628766, 24, 67, 757, 102.00, 102.00, middle
628957, 23, 68, 757, 110.00, 101.00, middle
629149, 24, 67, 756, 103.00, 103.00, middle
629344, 23, 67, 756, 108.00, 103.00, middle
629533, 23, 68, 756, 102.00, 101.00, middle
629724, 24, 68, 757, 106.00, 102.00, middle
629915, 23, 68, 756, 102.00, 102.00, middle
630117, 23, 68, 756, 102.00, 101.00, middle
630308, 24, 67, 756, 99.00, 102.00, middle
630498, 23, 68, 756, 107.00, 102.00, middle
630689, 24, 67, 756, 104.00, 102.00, middle
630880, 23, 68, 757, 103.00, 102.00, middle
631082, 23, 67, 756, 103.00, 102.00, middle
631273, 23, 68, 756, 101.00, 102.00, middle
631464, 24, 68, 756, 103.00, 102.00, middle
631658, 23, 68, 756, 98.00, 107.00, middle
631848, 24, 67, 756, 102.00, 101.00, middle
632039, 23, 68, 756, 100.00, 102.00, middle
632230, 25, 67, 755, 101.00, 102.00, middle
632432, 24, 67, 756, 98.00, 101.00, middle
632622, 24, 67, 756, 99.00, 101.00, middle
632823, 24, 66, 756, 99.00, 101.00, middle
633028, 24, 66, 756, 104.00, 101.00, middle
633230, 24, 66, 755, 106.00, 101.00, middle
633432, 23, 66, 755, 101.00, 101.00, middle
633634, 24, 67, 756, 107.00, 102.00, middle
633828, 24, 66, 757, 101.00, 102.00, middle
634030, 24, 66, 755, 100.00, 100.00, middle
634221, 23, 68, 756, 100.00, 103.00, middle
634423, 21, 67, 756, 100.00, 102.00, middle
634614, 24, 66, 756, 102.00, 103.00, middle
634805, 25, 66, 756, 100.00, 103.00, middle
635007, 25, 66, 755, 100.00, 103.00, middle
635209, 25, 64, 755, 101.00, 104.00, middle
635400, 24, 65, 756, 101.00, 104.00, middle
635602, 25, 65, 756, 104.00, 104.00, middle
635804, 23, 65, 756, 96.00, 104.00, middle
636005, 24, 65, 756, 93.00, 104.00, left
636207, 24, 65, 756, 94.00, 104.00, middle
636408, 24, 66, 756, 94.00, 104.00, middle
636625, 21, 65, 755, 99.00, 104.00, middle
636815, 24, 65, 756, 99.00, 101.00, middle
637016, 22, 65, 755, 98.00, 104.00, middle
637206, 24, 65, 756, 99.00, 104.00, middle
637407, 21, 67, 756, 100.00, 106.00, middle
637598, 18, 68, 757, 100.00, 106.00, middle
637800, 23, 68, 756, 101.00, 100.00, middle
637991, 23, 68, 756, 102.00, 100.00, middle
638182, 22, 68, 756, 102.00, 101.00, middle
638376, 24, 68, 756, 100.00, 101.00, middle
638578, 23, 68, 756, 102.00, 100.00, middle
638769, 23, 68, 757, 102.00, 99.00, middle
638959, 23, 68, 756, 103.00, 99.00, middle
639160, 23, 68, 756, 101.00, 99.00, middle
639361, 23, 68, 756, 101.00, 99.00, middle
639562, 23, 68, 757, 102.00, 99.00, middle
639763, 22, 68, 757, 101.00, 99.00, middle
639964, 23, 68, 756, 102.00, 99.00, middle
640166, 23, 68, 756, 104.00, 99.00, middle
640371, 24, 68, 756, 101.00, 99.00, middle
640572, 24, 67, 756, 106.00, 99.00, middle
640776, 23, 68, 757, 107.00, 99.00, middle
640977, 23, 68, 756, 102.00, 99.00, middle
641178, 23, 68, 756, 102.00, 99.00, middle
641379, 23, 68, 756, 101.00, 99.00, middle
641580, 23, 68, 756, 102.00, 99.00, middle
641781, 23, 68, 757, 103.00, 99.00, middle
641982, 23, 68, 757, 95.00, 99.00, middle
642182, 23, 68, 756, 109.00, 99.00, middle
642384, 23, 68, 756, 100.00, 99.00, middle
642585, 23, 69, 757, 103.00, 99.00, middle
642786, 23, 68, 756, 97.00, 99.00, middle
642986, 23, 68, 756, 101.00, 99.00, middle
643190, 23, 68, 757, 102.00, 99.00, middle
643391, 24, 68, 756, 104.00, 99.00, middle
643593, 24, 67, 756, 101.00, 99.00, middle
643797, 23, 68, 756, 103.00, 98.00, middle
643987, 23, 68, 756, 107.00, 98.00, middle
644188, 23, 68, 757, 103.00, 98.00, middle
644389, 23, 68, 756, 103.00, 98.00, middle
644590, 24, 68, 757, 102.00, 98.00, middle
644791, 24, 68, 756, 102.00, 98.00, middle
644992, 24, 68, 756, 100.00, 98.00, middle
645193, 24, 68, 756, 102.00, 98.00, middle
645404, 23, 68, 757, 101.00, 98.00, middle
645605, 23, 69, 756, 103.00, 102.00, middle
645796, 23, 68, 756, 103.00, 102.00, middle
645998, 23, 68, 757, 101.00, 102.00, middle
646200, 23, 68, 757, 103.00, 102.00, middle
646402, 23, 68, 758, 101.00, 102.00, middle
646604, 23, 68, 756, 103.00, 102.00, middle
646806, 23, 68, 757, 103.00, 102.00, middle
647008, 24, 68, 756, 103.00, 102.00, middle
647210, 23, 68, 756, 106.00, 102.00, middle
647413, 24, 68, 756, 106.00, 102.00, middle
647619, 23, 68, 756, 101.00, 102.00, middle
647824, 23, 68, 757, 104.00, 102.00, middle
648026, 23, 68, 756, 106.00, 102.00, middle
648228, 23, 68, 756, 102.00, 102.00, middle
648419, 24, 68, 756, 103.00, 101.00, middle
648610, 24, 68, 756, 104.00, 102.00, middle
648801, 23, 68, 756, 101.00, 102.00, middle
649003, 23, 68, 756, 103.00, 102.00, middle
649205, 24, 69, 756, 103.00, 103.00, middle
649407, 23, 68, 756, 107.00, 103.00, middle
649610, 23, 68, 756, 106.00, 103.00, middle
649812, 24, 68, 757, 102.00, 103.00, middle
650017, 23, 68, 756, 107.00, 102.00, middle
650208, 23, 68, 756, 101.00, 102.00, middle
650410, 23, 68, 756, 104.00, 102.00, middle
650613, 23, 68, 755, 105.00, 102.00, middle
650816, 24, 67, 756, 102.00, 102.00, middle
651018, 24, 68, 756, 102.00, 102.00, middle
651213, 24, 68, 756, 102.00, 102.00, middle
651404, 23, 68, 756, 101.00, 102.00, middle
651595, 24, 68, 756, 103.00, 102.00, middle
651797, 24, 68, 757, 102.00, 102.00, middle
651999, 24, 68, 756, 103.00, 102.00, middle
652193, 24, 68, 756, 103.00, 102.00, middle
652395, 24, 68, 756, 102.00, 102.00, middle
652597, 24, 68, 756, 102.00, 101.00, middle
652788, 23, 68, 756, 104.00, 102.00, middle
652979, 23, 68, 757, 100.00, 102.00, middle
653181, 24, 68, 757, 100.00, 102.00, middle
653395, 24, 68, 756, 102.00, 102.00, middle
653597, 24, 68, 757, 103.00, 103.00, middle
653788, 23, 68, 756, 104.00, 103.00, middle
653990, 23, 68, 756, 104.00, 103.00, middle
654193, 24, 68, 756, 104.00, 102.00, middle
654384, 23, 68, 756, 106.00, 102.00, middle
654589, 23, 68, 756, 104.00, 102.00, middle
654795, 24, 68, 757, 104.00, 101.00, middle
654986, 23, 68, 757, 101.00, 101.00, middle
655188, 23, 68, 757, 102.00, 103.00, middle
655379, 24, 67, 756, 101.00, 103.00, middle
655581, 23, 68, 756, 101.00, 103.00, middle
655783, 24, 68, 756, 101.00, 103.00, middle
655985, 23, 68, 757, 102.00, 102.00, middle
656176, 24, 68, 756, 101.00, 101.00, middle
656367, 23, 68, 757, 101.00, 101.00, middle
656569, 23, 68, 757, 101.00, 101.00, middle
656785, 23, 68, 756, 103.00, 102.00, middle
656976, 23, 68, 756, 103.00, 102.00, middle
657178, 23, 68, 758, 106.00, 102.00, middle
657381, 24, 67, 756, 107.00, 102.00, middle
657584, 23, 67, 757, 104.00, 102.00, middle
657786, 23, 68, 757, 104.00, 102.00, middle
657977, 23, 68, 757, 107.00, 101.00, middle
658168, 23, 68, 756, 106.00, 103.00, middle
658359, 23, 68, 757, 106.00, 101.00, middle
658554, 23, 68, 756, 100.00, 101.00, middle
658756, 23, 69, 757, 103.00, 102.00, middle
658947, 23, 68, 756, 101.00, 102.00, middle
659152, 23, 68, 757, 100.00, 102.00, middle
659354, 23, 69, 756, 102.00, 100.00, middle
659545, 23, 68, 756, 106.00, 103.00, middle
659736, 23, 68, 757, 106.00, 103.00, middle
659938, 23, 68, 756, 104.00, 103.00, middle
660140, 23, 68, 756, 101.00, 103.00, middle
660342, 23, 68, 756, 104.00, 103.00, middle
660533, 23, 68, 756, 101.00, 102.00, middle
660724, 23, 68, 756, 100.00, 101.00, middle
660915, 23, 69, 756, 102.00, 101.00, middle
661117, 23, 68, 757, 102.00, 101.00, middle
661322, 23, 68, 756, 101.00, 101.00, middle
661513, 22, 68, 757, 104.00, 101.00, middle
661716, 23, 68, 756, 102.00, 101.00, middle
661919, 23, 68, 756, 81.00, 101.00, left
662121, 23, 68, 756, 102.00, 101.00, middle
662323, 24, 68, 756, 104.00, 99.00, middle
662513, 23, 68, 757, 110.00, 104.00, middle
662704, 23, 68, 757, 106.00, 104.00, middle
662906, 24, 68, 756, 107.00, 104.00, middle
663108, 23, 68, 757, 103.00, 104.00, middle
663310, 23, 68, 757, 103.00, 101.00, middle
663504, 23, 68, 757, 104.00, 101.00, middle
663706, 24, 68, 756, 108.00, 101.00, middle
663897, 23, 68, 756, 106.00, 101.00, middle
664099, 23, 68, 756, 101.00, 99.00, middle
664289, 24, 68, 757, 101.00, 99.00, middle
664490, 24, 68, 757, 104.00, 99.00, middle
664691, 23, 68, 756, 103.00, 101.00, middle
664882, 23, 68, 757, 106.00, 101.00, middle
665073, 23, 68, 756, 104.00, 102.00, middle
665264, 24, 68, 756, 110.00, 100.00, middle
665455, 23, 68, 757, 104.00, 100.00, middle
665646, 24, 68, 756, 104.00, 100.00, middle
665855, 23, 68, 756, 101.00, 100.00, middle
666057, 23, 68, 757, 104.00, 100.00, middle
666248, 24, 68, 756, 102.00, 100.00, middle
666450, 24, 68, 755, 106.00, 100.00, middle
666652, 24, 68, 756, 103.00, 100.00, middle
666854, 24, 68, 757, 103.00, 100.00, middle
667056, 23, 68, 757, 103.00, 100.00, middle
667258, 23, 68, 756, 103.00, 100.00, middle
667460, 24, 69, 757, 107.00, 101.00, middle
667651, 24, 68, 757, 102.00, 99.00, middle
667841, 23, 68, 757, 102.00, 99.00, middle
668045, 24, 68, 756, 106.00, 99.00, middle
668246, 24, 68, 756, 106.00, 99.00, middle
668448, 24, 68, 756, 101.00, 99.00, middle
668649, 24, 68, 756, 102.00, 99.00, middle
668850, 24, 68, 757, 101.00, 99.00, middle
669051, 24, 68, 757, 101.00, 99.00, middle
669252, 24, 68, 756, 104.00, 99.00, middle
669457, 24, 68, 757, 104.00, 99.00, middle
669647, 24, 68, 756, 101.00, 101.00, middle
669838, 24, 68, 756, 104.00, 101.00, middle
670040, 23, 68, 756, 101.00, 101.00, middle
670242, 24, 68, 757, 103.00, 101.00, middle
670447, 23, 68, 756, 100.00, 101.00, middle
670649, 24, 68, 756, 102.00, 101.00, middle
670851, 23, 68, 756, 101.00, 101.00, middle
671053, 24, 68, 757, 103.00, 100.00, middle
671244, 24, 68, 757, 102.00, 99.00, middle
671434, 24, 68, 756, 103.00, 98.00, middle
671624, 23, 68, 756, 106.00, 99.00, middle
671814, 24, 68, 756, 103.00, 101.00, middle
672005, 23, 68, 757, 103.00, 99.00, middle
672195, 23, 68, 757, 103.00, 100.00, middle
672386, 23, 68, 756, 101.00, 100.00, middle
672591, 24, 68, 756, 106.00, 99.00, middle
672781, 23, 68, 757, 103.00, 99.00, middle
672986, 24, 68, 756, 101.00, 99.00, middle
673175, 24, 68, 756, 107.00, 99.00, middle
673376, 24, 68, 756, 101.00, 102.00, middle
673567, 24, 68, 757, 101.00, 101.00, middle
673758, 24, 68, 757, 102.00, 103.00, middle
673949, 24, 68, 756, 101.00, 104.00, middle
674140, 24, 68, 756, 104.00, 99.00, middle
674330, 24, 68, 757, 101.00, 102.00, middle
674521, 24, 68, 757, 103.00, 101.00, middle
674712, 24, 68, 757, 108.00, 105.00, middle
674906, 23, 68, 757, 104.00, 102.00, middle
675097, 24, 68, 756, 104.00, 102.00, middle
675300, 24, 68, 757, 102.00, 105.00, middle
675491, 23, 68, 757, 102.00, 103.00, middle
675682, 24, 68, 757, 107.00, 101.00, middle
675873, 23, 68, 757, 106.00, 101.00, middle
676076, 25, 68, 756, 106.00, 101.00, middle
676279, 24, 68, 756, 108.00, 102.00, middle
676470, 23, 68, 756, 100.00, 102.00, middle
676676, 24, 68, 756, 104.00, 101.00, middle
676867, 23, 68, 756, 106.00, 101.00, middle
677061, 24, 68, 756, 100.00, 101.00, middle
677252, 23, 68, 756, 103.00, 101.00, middle
677454, 24, 68, 757, 108.00, 101.00, middle
677657, 29, 66, 756, 99.00, 100.00, middle
677846, 33, 64, 757, 97.00, 101.00, middle
678036, 28, 64, 757, 97.00, 106.00, middle
678237, 29, 65, 757, 99.00, 106.00, middle
678438, 25, 65, 757, 99.00, 100.00, middle
678639, 27, 64, 757, 72.00, 95.00, left
678824, 26, 68, 758, 69.00, 95.00, left
679020, 15, 72, 758, 69.00, 95.00, left
679229, 11, 75, 758, 107.00, 95.00, right
679432, 14, 82, 759, 112.00, 95.00, right
679633, 9, 68, 755, 112.00, 89.00, right
679832, 9, 57, 754, 112.00, 89.00, right
680043, 13, 52, 752, 112.00, 89.00, right
680259, 20, 59, 753, 107.00, 89.00, right
680459, 20, 65, 754, 103.00, 89.00, right
680659, 21, 77, 755, 108.00, 89.00, right
680859, 26, 76, 755, 108.00, 89.00, right
681070, 27, 86, 757, 108.00, 89.00, right
681281, 25, 100, 760, 115.00, 89.00, right
681483, 24, 106, 761, 115.00, 89.00, right
681695, 22, 98, 760, 115.00, 89.00, right
681909, 25, 125, 764, 115.00, 89.00, right
682122, 28, 90, 759, 96.00, 95.00, middle
682310, 21, 66, 756, 96.00, 89.00, middle
682510, 17, 100, 760, 96.00, 89.00, middle
682723, 13, 110, 761, 96.00, 89.00, middle
682936, 13, 101, 758, 134.00, 89.00, right
683139, 18, 81, 756, 134.00, 89.00, right
683351, 22, 80, 756, 134.00, 89.00, right
683563, 30, 99, 759, 101.00, 40.00, right
683748, 24, 60, 753, 101.00, 40.00, right
683960, 23, 161, 769, 104.00, 40.00, middle
684166, 14, 79, 756, 104.00, 40.00, right
684380, 28, 94, 758, 104.00, 40.00, right
684591, 21, 68, 754, 104.00, 40.00, right
684802, 26, 83, 757, 104.00, 58.00, right
685000, 24, 47, 751, 104.00, 58.00, right
685211, 17, 89, 758, 104.00, 58.00, right
685422, 22, 185, 773, 104.00, 58.00, middle
685636, 22, 104, 760, 105.00, 58.00, right
685837, 36, 42, 750, 105.00, 58.00, right
686049, 11, 18, 746, 105.00, 58.00, right
686261, 23, 16, 746, 105.00, 58.00, left
686472, 23, 9, 745, 103.00, 58.00, left
686670, 22, 19, 746, 103.00, 58.00, left
686878, 16, 37, 749, 103.00, 58.00, right
687090, 22, 39, 749, 103.00, 58.00, right
687302, 21, 33, 748, 103.00, 58.00, right
687514, 23, 37, 749, 103.00, 58.00, right
687726, 25, 28, 747, 103.00, 58.00, right
687938, 31, 44, 751, 103.00, 58.00, right
688154, 20, 28, 748, 99.00, 58.00, right
688353, 16, 46, 750, 99.00, 58.00, right
688563, 15, 51, 752, 99.00, 58.00, right
688773, 20, 47, 750, 99.00, 58.00, right
688983, 26, 41, 750, 99.00, 58.00, right
689193, 20, 43, 750, 102.00, 58.00, right
689396, 17, 54, 751, 102.00, 58.00, right
689607, 26, 58, 752, 102.00, 58.00, right
689818, 20, 50, 751, 102.00, 58.00, right
690030, 21, 47, 750, 102.00, 58.00, right
690242, 23, 54, 752, 102.00, 58.00, right
690454, 21, 47, 750, 102.00, 58.00, right
690666, 23, 53, 752, 102.00, 58.00, right
690878, 23, 51, 751, 102.00, 58.00, right
691090, 21, 45, 751, 102.00, 58.00, right
691302, 23, 50, 751, 102.00, 58.00, right
691514, 22, 49, 750, 102.00, 58.00, right
691728, 23, 53, 751, 102.00, 66.00, right
691930, 23, 55, 751, 102.00, 66.00, right
692141, 23, 57, 751, 102.00, 66.00, right
692352, 22, 54, 752, 102.00, 66.00, right
692563, 23, 55, 751, 102.00, 66.00, right
692774, 22, 54, 752, 102.00, 66.00, right
692985, 23, 54, 752, 102.00, 66.00, right
693196, 22, 54, 751, 102.00, 66.00, right
693407, 23, 49, 751, 102.00, 66.00, right
693618, 22, 54, 752, 102.00, 66.00, right
693829, 23, 54, 752, 102.00, 66.00, right
694040, 22, 54, 752, 102.00, 66.00, right
694254, 23, 56, 752, 109.00, 66.00, right
694455, 22, 56, 752, 109.00, 66.00, right
694667, 23, 56, 752, 109.00, 66.00, right
694868, 23, 55, 751, 109.00, 66.00, right
695080, 22, 56, 752, 109.00, 66.00, right
695292, 22, 56, 751, 109.00, 66.00, right
695504, 23, 56, 752, 109.00, 66.00, right
695716, 22, 56, 752, 109.00, 66.00, right
695931, 23, 56, 752, 109.00, 66.00, right
696142, 23, 57, 752, 109.00, 66.00, right
696353, 22, 56, 752, 109.00, 66.00, right
696564, 23, 54, 752, 109.00, 66.00, right
696778, 22, 53, 752, 109.00, 66.00, right
696989, 23, 52, 751, 109.00, 66.00, right
697200, 23, 55, 751, 109.00, 66.00, right
697411, 23, 56, 752, 109.00, 66.00, right
697622, 22, 57, 752, 109.00, 66.00, right
697833, 22, 57, 752, 109.00, 66.00, right
698045, 23, 57, 752, 109.00, 66.00, right
698257, 23, 58, 752, 109.00, 66.00, right
698469, 24, 56, 752, 109.00, 66.00, right
698681, 24, 58, 752, 109.00, 66.00, right
698882, 23, 58, 752, 109.00, 66.00, right
699094, 22, 57, 752, 109.00, 66.00, right
699308, 23, 58, 752, 109.00, 66.00, right
699520, 23, 59, 753, 109.00, 66.00, right
699736, 23, 59, 753, 109.00, 66.00, right
699947, 23, 63, 753, 109.00, 66.00, right
700158, 22, 58, 753, 109.00, 66.00, right
700369, 23, 64, 753, 109.00, 66.00, right
700580, 23, 61, 753, 109.00, 66.00, right
700791, 23, 60, 752, 109.00, 66.00, right
701002, 22, 60, 752, 109.00, 66.00, right
701213, 24, 56, 752, 109.00, 66.00, right
701424, 23, 58, 752, 109.00, 66.00, right
701635, 23, 56, 752, 109.00, 66.00, right
701849, 23, 57, 752, 109.00, 66.00, right
702061, 23, 58, 753, 109.00, 66.00, right
702273, 23, 57, 752, 109.00, 66.00, right
702485, 23, 58, 753, 109.00, 66.00, right
702697, 22, 58, 752, 109.00, 66.00, right
702909, 23, 57, 752, 109.00, 66.00, right
703121, 22, 58, 752, 109.00, 66.00, right
703333, 23, 57, 752, 109.00, 66.00, right
703545, 23, 58, 752, 109.00, 66.00, right
703761, 22, 58, 752, 109.00, 66.00, right
703972, 23, 58, 752, 107.00, 66.00, right
704172, 23, 58, 752, 107.00, 66.00, right
704386, 23, 58, 752, 107.00, 66.00, right
704586, 23, 58, 752, 107.00, 66.00, right
704797, 23, 58, 752, 107.00, 66.00, right
705008, 23, 58, 751, 107.00, 66.00, right
705220, 23, 59, 752, 107.00, 66.00, right
705431, 23, 58, 751, 107.00, 66.00, right
705642, 22, 59, 752, 107.00, 66.00, right
705854, 23, 58, 752, 107.00, 66.00, right
